"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2","City","State","Zip Code","County Name","PhoneNumber","CMS Region","Ownership Type","Certification Date"
"921588","PROHEALTH HOME CARE, INC","1375 EXPOSITION BLVD, SUITE 250B","","SACRAMENTO","CA","95815","Sacramento","(877) 267-1960","9","For-Profit","11/08/2016"
"921589","MAIN HOSPICE AND PALLIATIVE CARE, INC","1918 BUSINESS CENTER DRIVE, SUITE 211","","SAN BERNARDINO","CA","92408","San Bernardino","(909) 763-2553","9","For-Profit","04/12/2017"
"921590","BRIGHT WAY CARE HOSPICE, INC","2650 JONES WAY, SUITE #21","","SIMI VALLEY","CA","93065","Ventura","(805) 842-2183","9","For-Profit","02/22/2017"
"921591","HOSPICE OF THE OWENS VALLEY","363 ACADEMY AVE","","BISHOP","CA","93514","Inyo","(760) 872-4663","9","Non-Profit","06/01/2017"
"921592","PARENTIS HOSPICE","24012 CALLE DE LA PLATA, SUITE 400","","LAGUNA BEACH","CA","92653","Orange","(949) 305-2716","9","For-Profit","01/03/2017"
"921593","TRUE CARE HOSPICE SOUTHERN CALIFORNIA, INC","7355 TOPANGA CANYON BLVD, SUITE 201","","CANOGA PARK","CA","91303","Los Angeles","(818) 762-7171","9","For-Profit","01/31/2017"
"921594","ALL IN ONE HOSPICE CARE INC","6850 VAN NUYS BLVD, SUITE 216","","VAN NUYS","CA","91405","Los Angeles","(909) 599-4734","9","For-Profit","01/31/2017"
"921595","ED & AR HOSPICE CARE, INC","10315 WOODLEY AVE, SUITE 206","","GRANADA HILLS","CA","91344","Los Angeles","(818) 923-5002","9","For-Profit","02/10/2017"
"921596","JOURNEY HOSPICE SERVICES, INC","333 S FRONT ST, SUITE 203","","BURBANK","CA","91502","Los Angeles","(818) 558-4300","9","For-Profit","01/27/2017"
"921597","SOCAL HOSPICE INC","6063 VINELAND AVE, UNIT C","","N HOLLYWOOD","CA","91606","Los Angeles","(818) 925-8225","9","For-Profit","12/28/2016"
"921598","PROGRESSIVE HOSPICE CARE","1619 H STREET SUITE A","","MODESTO","CA","95354","Stanislaus","(209) 505-1035","9","For-Profit","02/09/2017"
"921599","CARE GIVERS HOSPICE, INC","10970 ARROW ROUTE, SUITE 207","","RANCHO CUCAMONGA","CA","91730","San Bernardino","(909) 989-9988","9","For-Profit","03/07/2017"
"921600","CALSTRO HOSPICE INC","4959 PALO VERDE","","MONTCLAIR","CA","91763","San Bernardino","(909) 399-0700","9","For-Profit","03/20/2017"
"921601","CAREOPTIONS ","495 E RINCON STREET SUITE 207","","CORONA","CA","92879","Riverside","(951) 340-3300","9","For-Profit","04/18/2017"
"921603","HEART OF GOLD HOSPICE, INC","4110 EDISON AVENUE, SUITE 200A","","CHINO","CA","91710","San Bernardino","(909) 000-0000","9","For-Profit","04/24/2017"
"921604","GREEN VALLEY HOSPICE & PALLIATIVE CARE, INC","19031 HIGHWAY 18, SUITE 160","","APPLE VALLEY","CA","92307","San Bernardino","(760) 242-0088","9","For-Profit","03/29/2017"
"921605","GEANA HOSPICE CARE INC","820 N MOUNTAIN AVE SUITE 107","","UPLAND","CA","91786","San Bernardino","(909) 000-0000","9","For-Profit","05/17/2017"
"921606","BLESSED CARE HOSPICE INC","4708 BROOKS STREET","","MONTCLAIR","CA","91763","San Bernardino","(909) 667-2755","9","For-Profit","06/01/2017"
"921607","FIRST SOLUTION HOSPICE CARE, INC","4959 PALO VERDE STREET, SUITE 205B","","MONTCLAIR","CA","91763","San Bernardino","(909) 675-7927","9","For-Profit","05/19/2017"
"921608","CAREMARK HEALTHCARE ","15315 W MAGNOLIA BLVD SUTE 324","","SHERMAN OAKS","CA","91403","Los Angeles","(818) 360-2273","9","For-Profit","01/26/2017"
"921609","ARGO HOSPICE, INC","10523 BURBANK BLVD, SUITE 115","","N HOLLYWOOD","CA","91601","Los Angeles","(818) 643-4140","9","For-Profit","02/09/2017"
"921610","GOOD CARE HOSPICE, INC","7311 VAN NUYS BLVD, SUITE 6","","VAN NUYS","CA","91405","Los Angeles","(818) 786-1430","9","For-Profit","02/03/2017"
"921611","C&C HOSPICE INC","14431 HAMLIN STREET, SUITE 203","","VAN NUYS","CA","91401","Los Angeles","(818) 787-1044","9","For-Profit","12/23/2016"
"921612","MIRACLE LIFE HOSPICE, INC","2829 N GLENOAKS BLVD, SUITE 106","","BURBANK","CA","91504","Los Angeles","(818) 478-1980","9","For-Profit","01/07/2017"
"921613","VITAL HOSPICE CARE, INC","12521 OXNARD ST, SUITE A","","N HOLLYWOOD","CA","91606","Los Angeles","(818) 423-2232","9","For-Profit","02/10/2017"
"921614","VETERAN'S HOSPICE CARE, INC","14242 VENTURA BLVD, SUITE 204","","SHERMAN OAKS","CA","91423","Los Angeles","(818) 483-6177","9","For-Profit","03/17/2017"
"921615","WILLCARE HOSPICE, INC","6742 VAN NUYS BLVD, SUITE 204","","VAN NUYS","CA","91405","Los Angeles","(818) 925-0404","9","For-Profit","03/13/2017"
"921616","MILLENNIUM HOSPICE CARE, INC","16200 VENTURA BLVD, SUITE 305","","ENCINO","CA","91436","Los Angeles","(818) 249-8200","9","For-Profit","03/02/2017"
"921617","DAYLIGHT HOSPICE, INC","17547 VENTURA BLVD, STE 107","","ENCINO","CA","91316","Los Angeles","(818) 962-2255","9","For-Profit","02/16/2017"
"921618","BENEVOLENT CARE HOSPICE, INC.","6365 VAN NUYS BLVD, SUITE 6","","VAN NUYS","CA","91401","Los Angeles","(818) 375-5000","9","For-Profit","01/26/2017"
"921619","OASIS HOSPICE","43845 10TH ST W, STE 2C","","LANCASTER","CA","93534","Los Angeles","(661) 402-2221","9","For-Profit","02/04/2017"
"921620","DEVINA HOSPICE CARE","24404 VERMONT AVE, STE 307G","","HARBOR CITY","CA","90710","Los Angeles","(714) 642-9562","9","For-Profit","01/28/2017"
"921621","HEALING ANGELS HOSPICE","1141 N. BRAND BLVD STE. 201","","GLENDALE","CA","91202","Los Angeles","(818) 503-9300","9","For-Profit","02/17/2017"
"921622","GENERATION CARE, INC","516 PENNSFIELD PLACE, SUITE #109","","THOUSAND OAKS","CA","91360","Ventura","(818) 915-2552","9","For-Profit","05/12/2017"
"921623","INTERNATIONAL HOSPICE CARE, INC","10523 BURBANK BLVD, SUITE 121","","N HOLLYWOOD","CA","91601","Los Angeles","(818) 761-1271","9","For-Profit","02/13/2017"
"921624","HOLY SAVER HOSPICE INC","13615 VICTORY BLVD, SUITE 217","","VAN NUYS","CA","91401","Los Angeles","(818) 666-3534","9","For-Profit","03/14/2017"
"921625","UNIVERSAL HOSPICE GROUP","15720 VENTURA BLVD SUITE 208","","ENCINO","CA","91436","Los Angeles","(818) 302-0021","9","For-Profit","03/13/2017"
"921626","BREEZE OF LIFE, INC","28001 SMYTH DR, SUITE #108","","SANTA CLARITA","CA","91355","Los Angeles","(661) 775-4957","9","For-Profit","05/09/2017"
"921627","UHH HOSPICE INC","6740 VESPER AVE, SUITE 200","","VAN NUYS","CA","91405","Los Angeles","(818) 824-6148","9","For-Profit","02/22/2017"
"921628","ACE HOSPICE CARE, INC.","520 E BROADWAY SUITE 300","","GLENDALE","CA","91205","Los Angeles","(323) 349-0597","9","For-Profit","02/28/2017"
"921629","BEST HOSPICE, INC","21757 DEVONSHIRE STREET SUITE 11A","","CHATSWORTH","CA","91311","Los Angeles","(818) 885-8880","9","For-Profit","03/17/2017"
"921630","BLISS HOSPICE, INC","13746 VICTORY BLVD, STE 318","","VAN NUYS","CA","91401","Los Angeles","(818) 902-2192","9","For-Profit","03/28/2017"
"921631","GOOD SAMARITAN HOSPICE & PALLIATIVE CARE, INC","725 S GLENDALE AVENUE, STE M","","GLENDALE","CA","91205","Los Angeles","(818) 507-4745","9","For-Profit","01/20/2017"
"921632","FREE SPIRIT HOSPICE, INC","5924 EAST LOS ANGELES AVENUE, SUITE R","","SIMI VALLEY","CA","93063","Ventura","(805) 823-4136","9","For-Profit","06/08/2017"
"921633","VICTORY HOSPICE","14349 VICTORY BLVD, SUITE 202","","VAN NUYS","CA","91401","Los Angeles","(818) 639-3882","9","For-Profit","03/15/2017"
"921634","ANGELICAL HOSPICE","14349 VICTORY BLVD, STE 203","","VAN NUYS","CA","91401","Los Angeles","(818) 465-2266","9","For-Profit","11/04/2016"
"921635","HEARTEN HOSPICE CARE, INC","12235 BEACH BLVD, SUITE 200--E","","STANTON","CA","90680","Orange","(714) 660-7428","9","For-Profit","03/06/2017"
"921636","OLYMPIA HOSPICE AND PALLIATIVE CARE","2312 W VICTORY BLVD UNIT 200","","BURBANK","CA","91506","Los Angeles","(818) 238-9999","9","For-Profit","11/01/2015"
"921637","GLOBAL HOME HOSPICE SERVICE, INC","529 N CURTIS AVE","","COVINA","CA","91723","Los Angeles","(626) 593-5852","9","For-Profit","05/19/2017"
"921638","CARING ANGELS HOSPICE","400 S RAMONA AVENUE","","CORONA","CA","92879","Riverside","(951) 279-4500","9","For-Profit","03/06/2017"
"921639","LIFELINK HOSPICE & PALLIATIVE CARE","211 W FOOTHILL BLVD, STE B","","GLENDORA","CA","91741","Los Angeles","(626) 335-6173","9","Non-Profit","09/22/2016"
"921640","HOSPICE GROUP OF SOUTHERN CALIFORNIA, INC.","7041 OWENSMOUTH AVE, SUITE 202","","CANOGA PARK","CA","91303","Los Angeles","(818) 337-2628","9","For-Profit","05/05/2017"
"921641","EVEREST HOSPICE INC","6047 TAMPA AVE, SUITE 203","","TARZANA","CA","91356","Los Angeles","(888) 778-5404","9","For-Profit","03/26/2017"
"921642","ESSENTIAL CARE GROUP, INC","1170 DURFEE AVE SUITE K","","SOUTH EL MONTE","CA","91733","Los Angeles","(818) 561-4705","9","For-Profit","06/15/2017"
"921643","QUALITY CARE HOSPICE, INC","1414 S AZUSA AVENUE, UNIT B-25","","WEST COVINA","CA","91791","Los Angeles","(626) 918-8845","9","For-Profit","05/08/2017"
"921644","NEIGHBOR CARE HOSPICE","2955 E HILLCREST DRIVE, SUITE #128","","THOUSAND OAKS","CA","91362","Ventura","(805) 379-2398","9","For-Profit","07/12/2017"
"921645","ORANGE COAST HOSPICE, INC","10568 MAGNOLIA AVE, SUITE 116","","ANAHEIM","CA","92804","Orange","(714) 202-6901","9","For-Profit","05/23/2017"
"921646","KINDCARE HOSPICE, INC","2377 E WASHINGTON BLVD","","PASADENA","CA","91104","Los Angeles","(626) 794-3333","9","For-Profit","02/20/2017"
"921647","SANTA ANA HOSPICE, INC","610 PACIFIC COAST HIGHWAY SUITE 211","","SEAL BEACH","CA","90740","Orange","(714) 462-9070","9","For-Profit","05/22/2017"
"921648","PEACEFUL DAYS HOSPICE, INC","30101 TOWN CENTER DR, SUITE 206","","LAGUNA NIGUEL","CA","92677","Orange","(949) 486-6389","9","For-Profit","06/15/2017"
"921649","CAREPLUS HOSPICE SERVICES, INC","6269 SOUTHFRONT ROAD","","LIVERMORE","CA","94551","Alameda","(925) 449-2180","9","For-Profit","06/19/2017"
"921650","FLORENCE HOSPICE LLC","100 E THOUSAND OAKS BLVD","","THOUSAND OAKS","CA","91360","Ventura","(805) 557-1212","9","Other","05/17/2017"
"921651","COMPASSIONATE HOSPICE INC","45 WEST EASY STREET","","SIMI VALLEY","CA","93065","Ventura","(866) 852-8584","9","For-Profit","06/23/2017"
"921652","COMMITTED HOSPICE CARE, INC.","12062 VALLEY VIEW ST, SUITE # 235","","GARDEN GROVE","CA","92845","Orange","(657) 227-3847","9","For-Profit","06/12/2017"
"921653","INTEGRITY HOSPICE CARE SERVICES, INC","20832 ROSCOE BLVD, SUITE 208","","CANOGA PARK","CA","91306","Los Angeles","(747) 202-3045","9","For-Profit","04/12/2017"
"921654","NEW MADISON HOSPICE AND PALLIATIVE CARE, INC","1641 W MAIN ST, SUITE 216","","ALHAMBRA","CA","91801","Los Angeles","(626) 703-4144","9","For-Profit","04/26/2017"
"921655","SWEET TOUCH HOSPICE","16909 PARTHENIA ST, SUITE 204","","NORTH HILLS","CA","91343","Los Angeles","(818) 810-6153","9","For-Profit","02/28/2017"
"921656","REGENT HOSPICE, INC","22048 SHERMAN WAY, SUITE 103","","CANOGA PARK","CA","91303","Los Angeles","(818) 280-4566","9","For-Profit","05/02/2017"
"921657","VISITING ANGELS HOSPICE, INC","539 N GLENOAKS BLVD, SUITE 307","","BURBANK","CA","91502","Los Angeles","(818) 846-6300","9","For-Profit","03/16/2016"
"921658","LAKESIDE HOSPICE CARE, INC","901 WEST WILSHIRE AVE","","FULLERTON","CA","92832","Orange","(714) 459-5565","9","For-Profit","06/27/2017"
"921659","SOLIDARITY HOSPICE CARE, INC","1224 E KATELLA AVENUE, SUITE 101","","ORANGE","CA","92867","Orange","(714) 386-6180","9","For-Profit","06/24/2017"
"921660","MAXIMUM HOSPICE AND PALLIATIVE CARE, INC","1100 EAST BROADWAY STREET, SUITE 301","","GLENDALE","CA","91205","Los Angeles","(818) 240-2488","9","For-Profit","06/07/2017"
"921661","SERENE HOSPICE CARE, INC","3131 FOOTHILL BLVD, UNIT J","","LA CRESCENTA","CA","91214","Los Angeles","(818) 848-3996","9","For-Profit","05/31/2017"
"921662","SILVER GARLAND HOSPICE CARE, INC","5153 W SUNSET BLVD, SUITE A","","LOS ANGELES","CA","90027","Los Angeles","(323) 663-4560","9","For-Profit","06/14/2017"
"921663","ALLSTATE CARE HOSPICE, INC","8285 W SUNSET BLVD SUITE 4","","WEST HOLLYWOOD","CA","90046","Los Angeles","(818) 505-8266","9","For-Profit","04/12/2017"
"921664","ACACIA HOSPICE AND PALLIATIVE SERVICES","11770 WARNER AVE, SUITE 101","","FOUNTAIN VALLEY","CA","92708","Orange","(714) 576-2222","9","For-Profit","04/12/2017"
"921665","TRANSITIONS HOSPICE, INC","333 NORTH SANTA ANITA AVE, SUITE 4","","ARCADIA","CA","91006","Los Angeles","(626) 265-8111","9","For-Profit","06/30/2017"
"921666","GSR HOSPICE, INC","837 N LA CADENA DRIVE, SUITE B","","COLTON","CA","92324","San Bernardino","(909) 963-0992","9","For-Profit","07/28/2017"
"921667","ST. FRANCIS HOSPICE CARE, INC","10970 ARROW ROUTE, SUITE 204","","RANCHO CUCAMONGA","CA","91730","San Bernardino","(909) 989-5383","9","For-Profit","07/13/2017"
"921668","CARE MUST HOSPICE INC","1330 MEMOREX DRIVE SUITE B","","SANTA CLARA","CA","95050","Santa Clara","(408) 755-1216","9","For-Profit","07/07/2017"
"921669","PACIFIC POINT HOSPICE & PALLIATIVE CARE","5946 PRIESTLY DRIVE, SUITE 102A","","CARLSBAD","CA","92008","San Diego","(760) 603-8700","9","For-Profit","08/19/2017"
"921670","ST JOSEPH'S HOSPICE SERVICES INC","330 W FELICITA AVENUE, SUITE D7","","ESCONDIDO","CA","92025","San Diego","(858) 625-1333","9","For-Profit","09/09/2017"
"921671","ELITE HEALTH CARE SYSTEMS","7484 UNIVERSITY AVENUE SUITE 250","","LA MESA","CA","91942","San Diego","(619) 741-5814","9","For-Profit","08/02/2017"
"921672","SUNNYSIDE HOSPICE AND PALLIATIVE CARE","12419 LEWIS ST, SUITE 106","","GARDEN GROVE","CA","92840","Orange","(714) 203-2051","9","For-Profit","06/28/2017"
"921673","MORECARE PALLIATIVE AND HOSPICE, INC","11770 WARNER AVE, SUITE 210","","FOUNTAIN VALLEY","CA","92708","Orange","(657) 600-8901","9","For-Profit","07/04/2017"
"921674","INSTANT CARE HOSPICE, INC","6829 LANKERSHIM BLVD, SUITE 1A","","N HOLLYWOOD","CA","91605","Los Angeles","(818) 732-4326","9","For-Profit","07/10/2017"
"921675","LIGHT BEAM HOSPICE CARE, INC","16116 HART ST","","VAN NUYS","CA","91406","Los Angeles","(888) 407-0787","9","For-Profit","05/30/2017"
"921676","ONE STOP HOSPICE, INC","800 S BROOKHURST ST, SUITE 3A","","ANAHEIM","CA","92804","Orange","(714) 808-1912","9","For-Profit","07/17/2017"
"921677","HEAVENLY HOSPICE CARE, INC","1805 W AVE K #202","","LANCASTER","CA","93534","Los Angeles","(818) 666-4015","9","For-Profit","05/24/2017"
"921678","BLUE WATER HOSPICE, INC","10568 MAGNOLIA AVE, SUITE 114","","ANAHEIM","CA","92804","Orange","(714) 409-3795","9","For-Profit","07/25/2017"
"921679","CARE FIRST HOSPICE SERVICES, INC","500 WEST BONITA AVENUE, SUITE #21 & #28","","SAN DIMAS","CA","91773","Los Angeles","(909) 305-8688","9","For-Profit","06/21/2017"
"921681","PROFESSIONAL HOSPICE SERVICES INC","6422 BELLINGHAM AVE SUITE 207","","N HOLLYWOOD","CA","91606","Los Angeles","(818) 760-7221","9","For-Profit","05/12/2017"
"921682","WELLSPRING HOSPICE","19634 VENTURA BLVD, SUITE 217","","TARZANA","CA","91356","Los Angeles","(818) 616-3535","9","For-Profit","06/01/2017"
"921683","SIGMA HOSPICE, INC","6742 VAN NUYS BLVD, SUITE 203","","VAN NUYS","CA","91405","Los Angeles","(818) 826-2292","9","For-Profit","08/10/2017"
"921684","HEART OF HOPE ASIAN AMERICAN HOSPICE CARE, A NONPR","1922 THE ALAMEDA, SUITE 215","","SAN JOSE","CA","95126","Santa Clara","(408) 986-8584","9","Non-Profit","08/18/2017"
"921685","MAJESTIC HOSPICE & HOME HEALTH LLC","16360 MONTEREY STREET, SUITE 140","","MORGAN HILL","CA","95037","Santa Clara","(408) 779-0100","9","For-Profit","09/23/2017"
"921686","NURSES CARE HOSPICE, INC","909 S CUCAMONGA AVE STE 115B","","ONTARIO","CA","91761","San Bernardino","(909) 256-0462","9","For-Profit","08/29/2017"
"921687","ELKA HOSPICE CARE, INC","11755 VICTORY BLVD, SUITE 213","","N HOLLYWOOD","CA","91606","Los Angeles","(818) 791-1800","9","For-Profit","06/28/2017"
"921688","ETERNAL FAITH HOSPICE, INC","1241 S GLENDALE AVE, SUITE 304B","","GLENDALE","CA","91205","Los Angeles","(818) 296-8389","9","For-Profit","05/07/2017"
"921689","COMFORT HOSPICE CARE","6345 BALBOA BLVD SUITE 168","","ENCINO","CA","91316","Los Angeles","(818) 232-7977","9","For-Profit","07/07/2017"
"921690","AZI HOSPICE, INC","7200 VINELAND AVE, SUITE 220","","SUN VALLEY","CA","91352","Los Angeles","(818) 232-8114","9","For-Profit","07/27/2017"
"921691","LONGEVITY HOSPICE CARE SERVICES, INC.","229 N. CENTRAL AVENUE, SUITE 607","","GLENDALE","CA","91203","Los Angeles","(818) 334-6243","9","For-Profit","05/05/2017"
"921692","LUGA HOSPICE CARE, INC","11646 PENDLETON ST","","SUN VALLEY","CA","91352","Los Angeles","(818) 579-5596","9","For-Profit","12/23/2016"
"921693","CAMARILLO HOSPICE CARE, INC","5121 VAN NUYS BLVD, SUITE 204","","SHERMAN OAKS","CA","91403","Los Angeles","(818) 377-3812","9","For-Profit","07/20/2017"
"921694","QUEEN OF ANGELS HOSPICE, INC","601 E YORBA LINDA BLVD, SUITE 2E","","PLACENTIA","CA","92870","Orange","(714) 983-7700","9","For-Profit","07/14/2017"
"921695","INTEGRITY HOSPICE, INC.","12900-A GARDEN GROVE BLVD, SUITE 146","","GARDEN GROVE","CA","92843","Orange","(714) 534-4211","9","For-Profit","07/19/2017"
"921696","GLENOAKS HOSPICE, INC","2003 WEST BURBANK BLVD","","BURBANK","CA","91506","Los Angeles","(818) 561-4717","9","For-Profit","06/28/2017"
"921697","FIRST CHOICE HOSPICE, INC","14328 VICTORY BLVD, SUITE 208","","VAN NUYS","CA","91401","Los Angeles","(310) 667-6100","9","For-Profit","06/03/2017"
"921698","ROYAL HOSPICE CARE, INC","14827 VENTURA BLVD, SUITE 222","","SHERMAN OAKS","CA","91403","Los Angeles","(818) 905-7394","9","For-Profit","08/10/2017"
"921699","ORCHID HOSPICE, INC","19725 SHERMAN WAY, SUITE 295B","","WINNETKA","CA","91306","Los Angeles","(818) 582-6267","9","For-Profit","08/10/2017"
"921700","ARIAS HEALTH CARE, INC,","2530 RED HILL AVE, SUITE 140","","SANTA ANA","CA","92705","Orange","(714) 926-0718","9","For-Profit","06/26/2017"
"921701","FIDELIA HOSPICE, INC","14126 SHERMAN WAY, SUITE 206","","VAN NUYS","CA","91405","Los Angeles","(818) 827-7870","9","For-Profit","08/18/2017"
"921702","EXCELCARE HOSPICE INC","937 VIA LATA SUITE 200","","COLTON","CA","92324","San Bernardino","(909) 300-5533","9","For-Profit","06/22/2017"
"921703","MERIDIAN HOSPICE CARE","8400 MAPLE PLACE SUITE 109","","RANCHO CUCAMONGA","CA","91730","San Bernardino","(909) 484-4810","9","For-Profit","06/22/2017"
"921704","HOSPICE CARE AT HOME","400 N. MOUNTAIN AVE., SUITE 216","","UPLAND","CA","91786","San Bernardino","(909) 303-9366","9","For-Profit","07/13/2017"
"921705","RIGHT CHOICE HOSPICE CARE","1307 WEST 6TH STREET","","CORONA","CA","92882","Riverside","(951) 808-9900","9","For-Profit","09/04/2017"
"921706","SUNLIT HOSPICE INC","8444 RESEDA BLVD, SUITE H","","NORTHRIDGE","CA","91324","Los Angeles","(818) 453-4864","9","For-Profit","05/17/2017"
"921707","ABSOLUTE HOSPICE & PALLIATIVE CARE, INC.","17215 STUDEBAKER ROAD SUITE 215","","CERRITOS","CA","90703","Los Angeles","(562) 461-2512","9","For-Profit","08/07/2017"
"921708","A N T HOSPICE, INC","13629 1/2 VICTORY BLVD","","VAN NUYS","CA","91401","Los Angeles","(818) 616-4956","9","For-Profit","09/18/2017"
"921709","MT OLIVE HOSPICE & PALLIATIVE CARE","425 W BONITA AVE SUITE 209","","SAN DIMAS","CA","91773","Los Angeles","(909) 305-1007","9","For-Profit","09/01/2016"
"921710","PINNACLE HOSPICE CARE, LLC","4050 KATELLA AVE, SUITE 209","","LOS ALAMITOS","CA","90720","Orange","(562) 795-7000","9","Other","06/07/2017"
"921711","VIVANI HOSPICE CARE, INC","6308 WOODMAN AVE, SUITE 212","","VAN NUYS","CA","91401","Los Angeles","(877) 568-8870","9","For-Profit","08/29/2017"
"921712","SUMMER BREEZE HOSPICE AND PALLIATIVE CARE, INC","609 WEST BEVERLY BLVD, SUITE A","","MONTEBELLO","CA","90640","Los Angeles","(323) 483-5078","9","For-Profit","08/14/2017"
"921713","ABLE HOSPICE","1007  E COOLEY DRIVE SUITE 118","","COLTON","CA","92324","San Bernardino","(909) 505-2252","9","For-Profit","09/29/2017"
"921714","IDEAL HOSPICE CARE, INC","16200 VENTURA BLVD #308","","VAN NUYS","CA","91436","Los Angeles","(818) 486-2273","9","For-Profit","10/20/2017"
"921715","SAINT NECTARIOS HOSPICE, INC","740 E WILSON AVENUE, SUITE 203","","GLENDALE","CA","91206","Los Angeles","(818) 553-1112","9","For-Profit","10/23/2017"
"921716","SAN BERNARDINO HOSPICE, INC","818 N MOUNTAIN AVENUE SUITE 225","","UPLAND","CA","91786","San Bernardino","(909) 000-0000","9","For-Profit","10/06/2017"
"921717","ELIXIR HOSPICE CARE","1420 W KETTLEMAN LANE, SUITE S1","","LODI","CA","95242","San Joaquin","(209) 369-5110","9","For-Profit","10/28/2017"
"921718","CAPITAL HOSPICE CARE, INC","17050 CHATSWORTH STREET, SUITE #224","","GRANADA HILLS","CA","91344","Los Angeles","(818) 360-0060","9","For-Profit","10/05/2017"
"921719","SC HOSPICE","12001 VENTURA PLACE SUITE 202","","N HOLLYWOOD","CA","91604","Los Angeles","(818) 990-0894","9","For-Profit","10/16/2017"
"921720","COMFORTING CARE HOSPICE, INC","5924 E LOS ANGELES AVENUE SUITE L","","SIMI VALLEY","CA","93063","Ventura","(805) 236-8644","9","For-Profit","11/16/2017"
"921721","BLESSED HOPE HOSPICE, INC","2619 S WATERMAN AVE, SUITE D","","SAN BERNARDINO","CA","92408","San Bernardino","(909) 492-0055","9","For-Profit","09/26/2017"
"921722","VISTA HOSPICE CARE INC","550 WEST VISTA WAY, SUITE 310","","VISTA","CA","92083","San Diego","(760) 407-6425","9","For-Profit","12/21/2017"
"921723","NORCAL HOSPICE, INC.","700 W. 6TH STREET, SUITE K-B","","GILROY","CA","95020","Santa Clara","(408) 548-7994","9","For-Profit","01/10/2018"
"921724","ELDERCARE CORP","23331 EL TORO ROAD, SUITE 205","","LAKE FOREST","CA","92630","Orange","(949) 472-3900","9","For-Profit","10/20/2017"
"921725","LAC HEALTH HOSPICE SERVICES","3333 GLENDALE BLVD, SUITE 3","","LOS ANGELES","CA","90039","Los Angeles","(323) 522-3057","9","For-Profit","10/16/2017"
"921726","PACIFIC HOSPICE, LLC","11829 SOUTH STREET, SUITE 103","","CERRITOS","CA","90703","Los Angeles","(562) 809-0988","9","For-Profit","11/27/2017"
"921727","ALTRUISTIC HOSPICE, INC.","17050 CHATSWORTH ST, SUITE 251","","GRANADA HILLS","CA","91344","Los Angeles","(818) 294-7133","9","For-Profit","11/17/2017"
"921728","MERCY GRACE HOSPICE, INC.","8345 RESEDA BLVD, SUITE 212","","NORTHRIDGE","CA","91324","Los Angeles","(818) 349-1944","9","For-Profit","11/11/2017"
"921729","AFFECTIVE HOSPICE CARE, INC","5050 PALO VERDE STREET, SUITE 208","","MONTCLAIR","CA","91763","San Bernardino","(909) 000-0000","9","For-Profit","12/26/2017"
"921730","UNITED HEARTS HOSPICE HEALTH  SERVICES","2139 TAPO STREET, SUITE #219","","SIMI VALLEY","CA","93063","Ventura","(805) 791-3579","9","For-Profit","09/18/2017"
"921731","DESTINY HOSPICE OF THE DESERT","35400 BOB HOPE DRIVE SUITE 213","","RANCHO MIRAGE","CA","92270","Riverside","(909) 234-5126","9","For-Profit","11/16/2017"
"921732","ADVANTAGE HEALTH SYSTEMS","151 KALMUS DRIVE, SUITE D-104","","COSTA MESA","CA","92626","Orange","(714) 668-9302","9","For-Profit","12/15/2017"
"921733","COMPASSIONATE TOUCH HOSPICE CARE, INC.","2063 S ATLANTIC BLVD SUITE 2J","","MONTEREY PARK","CA","91754","Los Angeles","(323) 261-0091","9","For-Profit","06/12/2017"
"921734","SOUTH COUNTY HOSPICE, INC","539 NORTH FAIRVIEW ST, SUITE 8","","SANTA ANA","CA","92703","Orange","(949) 307-8004","9","For-Profit","11/16/2017"
"921735","SO CAL HOSPICE CARE, INC","11507 OXNARD ST, UNIT #5","","N HOLLYWOOD","CA","91606","Los Angeles","(818) 505-9500","9","For-Profit","12/14/2017"
"921736","ASCENSION HOSPICE CARE","130 COOK AVE SUITE 107","","PASADENA","CA","91107","Los Angeles","(818) 696-1377","9","For-Profit","10/19/2017"
"921737","EXCELL HOSPICE CARE, INC","6747 ODESSA AVENUE, SUITE 201","","VAN NUYS","CA","91406","Los Angeles","(818) 616-3959","9","For-Profit","11/28/2017"
"921738","JCH MEDCARE SERVICES, LLC","733 W CARSON ST","","TORRANCE","CA","90502","Los Angeles","(562) 251-7686","9","For-Profit","01/06/2017"
"921739","EASY CARE HOSPICE, INC","1241 S GLENDALE AVE, SUITE 202C","","GLENDALE","CA","91205","Los Angeles","(818) 839-1858","9","For-Profit","11/26/2017"
"921740","AIMANT HOSPICE, INC","10545 BURBANK BLVD, SUITE 120","","N HOLLYWOOD","CA","91601","Los Angeles","(818) 287-0015","9","For-Profit","01/31/2018"
"921741","PARAMOUNT HOSPICE","3074 WEST TEMPLE AVENUE","","POMONA","CA","91766","Los Angeles","(818) 956-9955","9","For-Profit","07/04/2017"
"921742","SANTA MARIA HOSPICE, INC","222 W CARMEN LANE SUITE #206","","SANTA MARIA","CA","93458","Santa Barbara","(805) 361-0264","9","For-Profit","02/05/2018"
"921743","SEASONS HOSPICE & PALLIATIVE CARE OF CALIFORNIA","2295 GATEWAY OAKS DRIVE, SUITE 165","","SACRAMENTO","CA","95833","Sacramento","(916) 550-9008","9","For-Profit","03/11/2018"
"921744","OCEAN VIEW HOSPICE, INC","800 SOUTH BROOKHURST STREET, SUITE 3C","","ANAHEIM","CA","92804","Orange","(714) 603-7303","9","For-Profit","03/02/2018"
