Year,National,State,State FIPS Code,Beneficiaries with Part A and Part B,FFS Beneficiaries,MA Beneficiaries,MA Participation Rate,Average Age,Percent Female,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Other/Unknown,Percent Eligible for Medicaid,Total Standardized Costs,Standardized Per Capita Costs,IP Standardized Costs as % of Total Standardized Costs,IP Per Capita Standardized Costs,IP Per User Standardized Costs,% of Beneficiaries Using IP,IP Covered Stays Per 1000 Beneficiaries,IP Covered Days Per 1000 Beneficiaries,Number of Acute Hospital Readmissions,Hospital Readmission Rate,Emergency Department Visits,Emergency Department Visits per 1000 Beneficiaries,% of Beneficiaries with an ED Visit,OP Standardized Costs as % of Total Standardized Costs,OP Per Capita Standardized Costs,OP Per User Standardized Costs,# OP Users,% of Beneficiaries Using OP,OP Visits Per 1000 Beneficiaries,ASC Standardized Costs as % of Total Standardized Costs,ASC Per Capita Standardized Costs,ASC Per User Standardized Costs,# ASC Users,% of Beneficiaries Using ASC,ASC Events Per 1000 Beneficiaries,PAC: SNF Standardized Costs,PAC: SNF Standardized Costs as % of Total Standardized Costs,PAC: SNF Per Capita Standardized Costs,PAC: SNF Per User Standardized Costs,# PAC: SNF Users (with a covered stay),% of Beneficiaries Using PAC: SNF,PAC: SNF Covered Stays Per 1000 Beneficiaries,PAC: SNF Covered Days Per 1000 Beneficiaries,PAC: IRF Standardized Costs,PAC: IRF Standardized Costs as % of Total Standardized Costs,PAC: IRF Per Capita Standardized Costs,PAC: IRF Per User Standardized Costs,# PAC: IRF Users (with a covered stay),% of Beneficiaries Using PAC: IRF,PAC: IRF Covered Stays Per 1000 Beneficiaries,PAC: LTCH Standardized Costs,PAC: LTCH Standardized Costs as % of Total Standardized Costs,PAC: LTCH Per Capita Standardized Costs,PAC: LTCH Per User Standardized Costs,# PAC: LTCH Users (with a covered stay),% of Beneficiaries Using PAC: LTCH,PAC: HH Standardized Costs,PAC: HH Standardized Costs as % of Total Standardized Costs,PAC: HH Per Capita Standardized Costs,PAC: HH Per User Standardized Costs,# PAC: HH Users,% of Beneficiaries Using PAC: HH,PAC: HH Episodes Per 1000 Beneficiaries,Hospice Standardized Costs,Hospice Standardized Costs as % of Total Standardized Costs,Hospice Per Capita Standardized Costs,Hospice Per User Standardized Costs,# Hospice Users (with a covered stay),% of Beneficiaries Using Hospice,Hospice Covered Stays Per 1000 Beneficiaries,Hospice Covered Days Per 1000 Beneficiaries,E&M Standardized Costs,E&M Standardized Costs as % of Total Standardized Costs,E&M Per Capita Standardized Costs,E&M Per User Standardized Costs,# E&M Users,% of Beneficiaries Using E&M,E&M Events Per 1000 Beneficiaries,Procedures Standardized Costs,Procedures Standardized Costs as % of Total Standardized Costs,Procedures Per Capita Standardized Costs,Procedures Per User Standardized Costs,# Procedure Users,% of Beneficiaries Using Procedures,Procedure Events Per 1000 Beneficiaries,Tests Standardized Costs,Tests Standardized Costs as % of Total Standardized Costs,Tests Per Capita Standardized Costs,Tests Per User Standardized Costs,# Test Users,% of Beneficiaries Using Tests,Test Events Per 1000 Beneficiaries,Imaging Standardized Costs,Imaging Standardized Costs as % of Total Standardized Costs,Imaging Per Capita Standardized Costs,Imaging Per User Standardized Costs,# Imaging Users,% of Beneficiaries Using Imaging,Imaging Events Per 1000 Beneficiaries,DME Standardized Costs,DME Standardized Costs as % of Total Standardized Costs,DME Per Capita Standardized Costs,DME Per User Standardized Costs,# DME Users,% of Beneficiaries Using DME,DME Events Per 1000 Beneficiaries,Outpatient Dialysis Facility Standardized Costs,Outpatient Dialysis Facility Standardized Costs as % of Total Standardized Costs,Outpatient Dialysis Facility Per Capita Standardized Costs,Outpatient Dialysis Facility Per User Standardized Costs,# Outpatient Dialysis Facility Users,% of Beneficiaries Using Outpatient Dialysis Facility,Outpatient Dialysis Facility Events Per 1000 Beneficiaries,FQHC/RHC Standardized Costs,FQHC/RHC Standardized Costs as % of Total Standardized Costs,FQHC/RHC Per Capita Standardized Costs,FQHC/RHC Per User Standardized Costs,# FQHC/RHC Users,% of Beneficiaries Using FQHC/RHC,FQHC/RHC Visits Per 1000 Beneficiaries,Ambulance Standardized Costs,Ambulance Standardized Costs as % of Total Standardized Costs,Ambulance Per Capita Standardized Costs,Ambulance Per User Standardized Costs,# Ambulance Users,% of Beneficiaries Using Ambulance,Ambulance Events Per 1000 Beneficiaries,Part B Drugs Standardized Costs,Part B Drugs Standardized Costs as % of Total Standardized Costs,Part B Drugs Per Capita Standardized Costs,Part B Drugs Per User Standardized Costs,# Part B Drugs Users,% of Beneficiaries Using Part B Drugs,Other Services Standardized Costs
2016,,AZ (Arizona),04,971713.00,577568.00,394145.00,40.56 %,75.00,53.65 %,46.35 %,84.83 %,1.92 %,7.02 %,6.23 %,6.85 %,4912948409.87,8506.27,25.99 %,2210.68,15218.48,14.53 %,211.00,980.00,16689.00,14.67 %,302540.00,524.00,28.10 %,13.15 %,1118.74,2159.37,299229.00,51.81 %,2642.00,1.85 %,157.25,1028.98,88263.00,15.28 %,260.00,263772259.81,5.37 %,456.69,13350.15,19758.00,3.42 %,44.00,948.00,145241386.97,2.96 %,251.47,21073.91,6892.00,1.19 %,13.00,45918533.71,0.93 %,79.50,47241.29,972.00,0.17 %,177222448.59,3.61 %,306.84,4651.14,38103.00,6.60 %,104.00,220520064.89,4.49 %,381.81,12001.09,18375.00,3.18 %,34.00,2282.00,590569824.34,12.02 %,1022.51,1126.12,524429.00,90.80 %,13760.00,486538626.75,9.90 %,842.39,1211.75,401516.00,69.52 %,6425.00,194438279.68,3.96 %,336.65,405.24,479816.00,83.08 %,11260.00,183273500.64,3.73 %,317.32,446.87,410124.00,71.01 %,4199.00,91969337.26,1.87 %,159.24,673.40,136574.00,23.65 %,1300.00,65835488.36,1.34 %,113.99,21500.81,3062.00,0.53 %,666.00,10601097.06,0.22 %,18.35,422.14,25113.00,4.35 %,142.00,56325068.32,1.15 %,97.52,1027.45,54820.00,9.49 %,195.00,326643463.91,6.65 %,565.55,959.46,340444.00,58.94 %,40295043.39
2015,,AZ (Arizona),04,930674.00,553440.00,377234.00,40.53 %,75.00,53.58 %,46.42 %,85.21 %,1.89 %,6.92 %,5.97 %,6.75 %,4658350232.45,8417.08,25.92 %,2182.08,14722.62,14.82 %,217.00,1018.00,17151.00,15.15 %,286221.00,517.00,27.73 %,12.94 %,1089.46,2129.30,283168.00,51.17 %,2607.00,1.72 %,144.58,962.50,83134.00,15.02 %,251.00,266993943.48,5.73 %,482.43,13590.24,19646.00,3.55 %,46.00,1025.00,140315243.34,3.01 %,253.53,20448.16,6862.00,1.24 %,14.00,50148658.37,1.08 %,90.61,44616.24,1124.00,0.20 %,165029968.58,3.54 %,298.19,4479.40,36842.00,6.66 %,103.00,210182889.24,4.51 %,379.78,11814.00,17791.00,3.21 %,34.00,2295.00,572687069.27,12.29 %,1034.78,1141.10,501872.00,90.68 %,13678.00,455484747.58,9.78 %,823.01,1211.84,375862.00,67.91 %,6064.00,187114830.98,4.02 %,338.09,409.22,457252.00,82.62 %,11183.00,164845459.29,3.54 %,297.86,419.34,393109.00,71.03 %,4239.00,99548168.35,2.14 %,179.87,759.20,131123.00,23.69 %,1307.00,64474656.63,1.38 %,116.50,21997.49,2931.00,0.53 %,662.00,9352705.13,0.20 %,16.90,408.33,22905.00,4.14 %,134.00,57518775.87,1.23 %,103.93,1064.08,54055.00,9.77 %,198.00,284380326.94,6.10 %,513.84,873.26,325655.00,58.84 %,39654943.56
2018,,AR (Arkansas),05,475059.00,357798.00,117261.00,24.68 %,75.00,56.41 %,43.59 %,89.22 %,7.76 %,1.10 %,1.92 %,12.58 %,3602252431.00,10067.84,27.17 %,2734.94,15722.83,17.39 %,270.00,1317.00,14679.00,16.54 %,216245.00,604.00,30.74 %,16.82 %,1693.79,2466.71,245685.00,68.67 %,4100.00,1.21 %,122.30,992.62,44083.00,12.32 %,208.00,281836799.43,7.82 %,787.70,17566.49,16044.00,4.48 %,62.00,1561.00,185060398.53,5.14 %,517.22,21718.15,8521.00,2.38 %,27.00,40289760.29,1.12 %,112.60,42454.96,949.00,0.27 %,178098399.11,4.94 %,497.76,5655.17,31493.00,8.80 %,164.00,143773209.64,3.99 %,401.83,11529.53,12470.00,3.49 %,36.00,2318.00,310789228.30,8.63 %,868.62,950.91,326835.00,91.35 %,12329.00,225546777.51,6.26 %,630.37,943.45,239065.00,66.82 %,4896.00,100041190.79,2.78 %,279.60,328.44,304599.00,85.13 %,10503.00,72547997.13,2.01 %,202.76,279.67,259404.00,72.50 %,4160.00,76799636.64,2.13 %,214.65,735.75,104383.00,29.17 %,1945.00,47396216.86,1.32 %,132.47,23120.11,2050.00,0.57 %,758.00,23370156.60,0.65 %,65.32,490.82,47615.00,13.31 %,613.00,42554055.89,1.18 %,118.93,1092.55,38949.00,10.89 %,287.00,204071946.59,5.67 %,570.36,932.69,218799.00,61.15 %,41727287.60
2017,,AR (Arkansas),05,464946.00,359245.00,105701.00,22.73 %,75.00,56.57 %,43.43 %,89.25 %,7.89 %,1.06 %,1.80 %,13.47 %,3514171354.68,9782.10,28.28 %,2766.71,15386.34,17.98 %,281.00,1396.00,15757.00,17.11 %,221762.00,617.00,31.10 %,15.59 %,1524.55,2247.35,243703.00,67.84 %,3973.00,1.19 %,116.74,950.55,44121.00,12.28 %,204.00,288972300.70,8.22 %,804.39,17177.22,16823.00,4.68 %,65.00,1652.00,184201470.29,5.24 %,512.75,21366.60,8621.00,2.40 %,27.00,42687798.17,1.21 %,118.83,44420.19,961.00,0.27 %,175466023.66,4.99 %,488.43,5578.85,31452.00,8.76 %,165.00,135555706.42,3.86 %,377.33,10919.58,12414.00,3.46 %,36.00,2156.00,306342468.65,8.72 %,852.74,932.97,328353.00,91.40 %,12310.00,218557750.49,6.22 %,608.38,919.48,237696.00,66.17 %,4662.00,94122084.67,2.68 %,262.00,309.34,304266.00,84.70 %,10482.00,70384314.54,2.00 %,195.92,270.53,260176.00,72.42 %,4183.00,68517383.92,1.95 %,190.73,657.09,104274.00,29.03 %,1932.00,42563230.82,1.21 %,118.48,21551.00,1975.00,0.55 %,739.00,39154877.48,1.11 %,108.99,871.08,44950.00,12.51 %,548.00,44108247.42,1.26 %,122.78,1088.07,40538.00,11.28 %,300.00,181062752.04,5.15 %,504.01,844.82,214322.00,59.66 %,38922986.25
2016,,AR (Arkansas),05,454889.00,357602.00,97287.00,21.39 %,75.00,56.73 %,43.27 %,89.44 %,7.90 %,0.98 %,1.68 %,14.03 %,3363474053.34,9405.64,28.33 %,2664.67,14837.90,17.96 %,279.00,1404.00,15192.00,16.73 %,213973.00,598.00,30.47 %,14.96 %,1407.00,2092.03,240505.00,67.25 %,3855.00,1.15 %,107.98,896.60,43066.00,12.04 %,196.00,289293580.46,8.60 %,808.98,16903.91,17114.00,4.79 %,67.00,1743.00,170133461.38,5.06 %,475.76,21074.38,8073.00,2.26 %,26.00,44892687.60,1.33 %,125.54,45118.28,995.00,0.28 %,173240923.66,5.15 %,484.45,5577.62,31060.00,8.69 %,167.00,132175741.79,3.93 %,369.62,11040.41,11972.00,3.35 %,35.00,2136.00,297284748.02,8.84 %,831.33,910.74,326421.00,91.28 %,12000.00,213599953.00,6.35 %,597.31,911.59,234315.00,65.52 %,4481.00,91486194.87,2.72 %,255.83,302.45,302480.00,84.59 %,10580.00,68106791.75,2.02 %,190.45,264.99,257021.00,71.87 %,4249.00,79263415.13,2.36 %,221.65,745.83,106275.00,29.72 %,2015.00,41035920.58,1.22 %,114.75,21874.16,1876.00,0.52 %,715.00,18741587.63,0.56 %,52.41,434.06,43177.00,12.07 %,526.00,42328010.39,1.26 %,118.37,1059.98,39933.00,11.17 %,295.00,170065280.94,5.06 %,475.57,816.72,208230.00,58.23 %,37177938.30
2015,,AR (Arkansas),05,445956.00,353931.00,92025.00,20.64 %,75.00,56.89 %,43.11 %,89.74 %,7.79 %,0.93 %,1.55 %,14.52 %,3274738452.60,9252.48,28.49 %,2636.45,14377.37,18.34 %,288.00,1467.00,15459.00,16.78 %,212369.00,600.00,30.67 %,14.46 %,1337.92,2002.03,236525.00,66.83 %,3738.00,1.09 %,100.85,857.75,41612.00,11.76 %,188.00,298556930.35,9.12 %,843.55,16821.06,17749.00,5.01 %,70.00,1840.00,161261577.61,4.92 %,455.63,20366.45,7918.00,2.24 %,25.00,46176891.65,1.41 %,130.47,44788.45,1031.00,0.29 %,170395821.87,5.20 %,481.44,5542.23,30745.00,8.69 %,168.00,125797991.34,3.84 %,355.43,10685.30,11773.00,3.33 %,35.00,2062.00,290735222.31,8.88 %,821.45,899.74,323132.00,91.30 %,11749.00,204956307.76,6.26 %,579.09,916.84,223546.00,63.16 %,4144.00,88171691.09,2.69 %,249.12,295.84,298037.00,84.21 %,10558.00,66673436.58,2.04 %,188.38,261.39,255074.00,72.07 %,4284.00,90151688.54,2.75 %,254.72,856.20,105293.00,29.75 %,1997.00,40010570.41,1.22 %,113.05,22020.13,1817.00,0.51 %,685.00,18372915.22,0.56 %,51.91,436.03,42137.00,11.91 %,518.00,45567238.85,1.39 %,128.75,1144.35,39819.00,11.25 %,300.00,148879884.62,4.55 %,420.65,713.74,208591.00,58.94 %,36686010.35
2018,,CA (California),06,4979889.00,2452832.00,2527057.00,50.75 %,75.00,55.30 %,44.70 %,65.23 %,4.03 %,15.33 %,15.42 %,23.76 %,23373635207.31,9529.24,26.63 %,2537.37,17237.74,14.72 %,229.00,1183.00,90192.00,17.16 %,1318023.00,537.00,27.15 %,13.64 %,1299.73,2374.82,1342430.00,54.73 %,3196.00,1.49 %,141.62,1140.47,304587.00,12.42 %,207.00,2004724095.46,8.58 %,817.31,18014.81,111282.00,4.54 %,64.00,1737.00,379697087.56,1.62 %,154.80,23223.06,16350.00,0.67 %,7.00,244063499.35,1.04 %,99.50,48657.00,5016.00,0.20 %,1422080471.06,6.08 %,579.77,5417.30,262507.00,10.70 %,202.00,933621547.38,3.99 %,380.63,13369.35,69833.00,2.85 %,30.00,2272.00,2575409305.24,11.02 %,1049.97,1207.74,2132424.00,86.94 %,13886.00,1851952299.76,7.92 %,755.03,1142.78,1620570.00,66.07 %,6253.00,795072648.32,3.40 %,324.14,409.22,1942887.00,79.21 %,9921.00,677303062.50,2.90 %,276.13,405.95,1668455.00,68.02 %,3759.00,364761454.04,1.56 %,148.71,652.24,559239.00,22.80 %,1211.00,477967875.46,2.04 %,194.86,23323.47,20493.00,0.84 %,1074.00,143769340.35,0.62 %,58.61,569.35,252517.00,10.29 %,533.00,270432021.90,1.16 %,110.25,1038.91,260305.00,10.61 %,299.00,1232728314.72,5.27 %,502.57,916.16,1345542.00,54.86 %,240898173.79
2017,,CA (California),06,4832109.00,2431703.00,2400406.00,49.68 %,75.00,55.34 %,44.66 %,65.73 %,4.03 %,15.22 %,15.01 %,23.61 %,22195070140.50,9127.38,27.49 %,2509.15,16562.77,15.15 %,235.00,1206.00,92051.00,17.29 %,1323791.00,544.00,27.56 %,12.54 %,1144.27,2077.41,1339415.00,55.08 %,3157.00,1.51 %,137.92,1125.13,298079.00,12.26 %,211.00,1979393293.20,8.92 %,813.99,17331.17,114210.00,4.70 %,66.00,1761.00,343472470.33,1.55 %,141.25,22582.02,15210.00,0.63 %,7.00,264193963.21,1.19 %,108.65,43653.99,6052.00,0.25 %,1332126800.61,6.00 %,547.82,5181.98,257069.00,10.57 %,195.00,856403254.26,3.86 %,352.18,12630.57,67804.00,2.79 %,30.00,2114.00,2528732932.55,11.39 %,1039.90,1192.66,2120237.00,87.19 %,13910.00,1792970954.96,8.08 %,737.33,1118.40,1603152.00,65.93 %,6154.00,749427991.41,3.38 %,308.19,390.04,1921427.00,79.02 %,9910.00,652203345.36,2.94 %,268.21,394.30,1654094.00,68.02 %,3737.00,316411477.09,1.43 %,130.12,577.41,547979.00,22.53 %,1182.00,442144993.86,1.99 %,181.83,21593.33,20476.00,0.84 %,1069.00,125198004.77,0.56 %,51.49,539.59,232026.00,9.54 %,478.00,273066791.08,1.23 %,112.29,1028.36,265536.00,10.92 %,307.00,1103192345.01,4.97 %,453.67,843.21,1308320.00,53.80 %,216729780.67
2016,,CA (California),06,4675719.00,2380128.00,2295591.00,49.10 %,75.00,55.42 %,44.58 %,66.63 %,4.05 %,14.89 %,14.43 %,23.08 %,21171729918.93,8895.21,27.57 %,2452.80,16263.76,15.08 %,233.00,1213.00,87268.00,16.96 %,1260762.00,530.00,27.09 %,12.08 %,1074.89,1952.80,1310108.00,55.04 %,3131.00,1.40 %,124.80,1021.12,290895.00,12.22 %,209.00,1951986976.76,9.22 %,820.12,17071.63,114341.00,4.80 %,67.00,1810.00,315106307.18,1.49 %,132.39,21830.84,14434.00,0.61 %,7.00,297362961.33,1.40 %,124.94,43794.25,6790.00,0.29 %,1265455665.46,5.98 %,531.68,5045.27,250820.00,10.54 %,192.00,787780960.96,3.72 %,330.98,12123.62,64979.00,2.73 %,29.00,2012.00,2428417120.14,11.47 %,1020.29,1167.38,2080234.00,87.40 %,13869.00,1720274213.99,8.13 %,722.77,1105.61,1555954.00,65.37 %,6018.00,713609507.25,3.37 %,299.82,380.10,1877424.00,78.88 %,9925.00,612520933.35,2.89 %,257.35,379.84,1612587.00,67.75 %,3838.00,339759855.96,1.60 %,142.75,622.25,546013.00,22.94 %,1220.00,429489648.21,2.03 %,180.45,21995.78,19526.00,0.82 %,1059.00,106602792.41,0.50 %,44.79,505.63,210830.00,8.86 %,439.00,270815232.15,1.28 %,113.78,1036.39,261307.00,10.98 %,320.00,1031002400.83,4.87 %,433.17,806.01,1279144.00,53.74 %,208148440.24
2015,,CA (California),06,4520839.00,2320913.00,2199926.00,48.66 %,75.00,55.45 %,44.55 %,67.74 %,4.02 %,14.45 %,13.79 %,21.59 %,20219094348.35,8711.70,27.21 %,2370.63,15782.04,15.02 %,231.00,1213.00,84516.00,16.87 %,1202872.00,518.00,26.81 %,11.85 %,1032.17,1883.21,1272071.00,54.81 %,3056.00,1.32 %,115.26,941.72,284074.00,12.24 %,202.00,1927469085.17,9.53 %,830.48,17114.80,112620.00,4.85 %,67.00,1852.00,313513616.00,1.55 %,135.08,21340.52,14691.00,0.63 %,7.00,309914083.33,1.53 %,133.53,45696.56,6782.00,0.29 %,1181562000.12,5.84 %,509.09,4957.15,238355.00,10.27 %,185.00,701230226.39,3.47 %,302.14,11350.99,61777.00,2.66 %,28.00,1860.00,2370520864.63,11.72 %,1021.37,1167.97,2029598.00,87.45 %,13772.00,1669376816.55,8.26 %,719.28,1123.96,1485263.00,63.99 %,5725.00,672417228.96,3.33 %,289.72,367.98,1827317.00,78.73 %,10059.00,594669311.59,2.94 %,256.22,377.15,1576734.00,67.94 %,3878.00,373440962.52,1.85 %,160.90,706.27,528749.00,22.78 %,1216.00,427917917.89,2.12 %,184.37,22479.40,19036.00,0.82 %,1052.00,93584000.08,0.46 %,40.32,480.37,194816.00,8.39 %,419.00,290543240.72,1.44 %,125.18,1125.87,258060.00,11.12 %,368.00,926841547.75,4.58 %,399.34,730.44,1268874.00,54.67 %,200989029.37
2018,,CO (Colorado),08,724106.00,409265.00,314841.00,43.48 %,74.00,54.02 %,45.98 %,85.63 %,2.15 %,7.57 %,4.66 %,9.13 %,3480249837.37,8503.66,25.48 %,2166.67,15537.23,13.94 %,197.00,842.00,9970.00,13.25 %,205798.00,503.00,27.17 %,19.11 %,1624.94,2505.19,265462.00,64.86 %,4232.00,2.00 %,169.84,1098.76,63261.00,15.46 %,254.00,271263521.43,7.79 %,662.81,15704.48,17273.00,4.22 %,55.00,1247.00,72696175.22,2.09 %,177.63,21661.55,3356.00,0.82 %,9.00,15874944.92,0.46 %,38.79,47106.66,337.00,0.08 %,152735124.35,4.39 %,373.19,5200.56,29369.00,7.18 %,114.00,147121004.60,4.23 %,359.48,13013.80,11305.00,2.76 %,29.00,2101.00,325407042.68,9.35 %,795.10,897.28,362659.00,88.61 %,10925.00,275014928.15,7.90 %,671.97,1019.32,269802.00,65.92 %,5369.00,90728441.02,2.61 %,221.69,287.76,315297.00,77.04 %,7149.00,73863093.04,2.12 %,180.48,268.05,275561.00,67.33 %,3286.00,76164242.81,2.19 %,186.10,732.02,104047.00,25.42 %,1775.00,39027036.65,1.12 %,95.36,24437.72,1597.00,0.39 %,533.00,24659779.09,0.71 %,60.25,579.51,42553.00,10.40 %,437.00,30934873.57,0.89 %,75.59,929.72,33273.00,8.13 %,184.00,215739569.54,6.20 %,527.14,905.50,238255.00,58.22 %,47738299.34
2017,,CO (Colorado),08,693240.00,393425.00,299815.00,43.25 %,74.00,54.12 %,45.88 %,85.72 %,2.20 %,7.65 %,4.43 %,9.60 %,3206560620.97,8150.37,26.50 %,2159.59,15009.13,14.39 %,203.00,868.00,9912.00,13.26 %,200774.00,510.00,27.43 %,17.72 %,1444.42,2188.04,259716.00,66.01 %,4249.00,2.03 %,165.17,1057.75,61434.00,15.62 %,255.00,257910701.45,8.04 %,655.55,15220.46,16945.00,4.31 %,56.00,1274.00,65842597.50,2.05 %,167.36,21260.12,3097.00,0.79 %,9.00,21066981.27,0.66 %,53.55,47448.16,444.00,0.11 %,144358539.17,4.50 %,366.93,5030.26,28698.00,7.29 %,113.00,135448175.96,4.22 %,344.28,12396.87,10926.00,2.78 %,29.00,2031.00,304591714.69,9.50 %,774.21,874.30,348382.00,88.55 %,10804.00,254659445.47,7.94 %,647.29,991.31,256893.00,65.30 %,5185.00,78112364.79,2.44 %,198.54,261.41,298806.00,75.95 %,6801.00,68925832.12,2.15 %,175.19,261.47,263604.00,67.00 %,3285.00,68034734.16,2.12 %,172.93,674.89,100809.00,25.62 %,1809.00,34279343.82,1.07 %,87.13,21903.73,1565.00,0.40 %,528.00,20453501.39,0.64 %,51.99,540.91,37813.00,9.61 %,395.00,30294452.57,0.94 %,77.00,929.75,32583.00,8.28 %,192.00,194054105.77,6.05 %,493.24,857.19,226383.00,57.54 %,45639919.26
2016,,CO (Colorado),08,663686.00,380721.00,282965.00,42.64 %,74.00,54.21 %,45.79 %,85.92 %,2.23 %,7.72 %,4.14 %,9.88 %,3025971525.72,7948.00,26.35 %,2094.61,14586.58,14.36 %,202.00,882.00,9419.00,13.13 %,195427.00,513.00,27.73 %,16.62 %,1320.62,2008.88,250282.00,65.74 %,4130.00,1.95 %,154.79,993.96,59289.00,15.57 %,253.00,256935179.35,8.49 %,674.86,14929.41,17210.00,4.52 %,59.00,1368.00,64554967.31,2.13 %,169.56,20604.84,3133.00,0.82 %,9.00,25053856.72,0.83 %,65.81,44500.63,563.00,0.15 %,145669898.09,4.81 %,382.62,5052.37,28832.00,7.57 %,118.00,130147033.35,4.30 %,341.84,11998.44,10847.00,2.85 %,30.00,2031.00,288711028.13,9.54 %,758.33,855.37,337529.00,88.66 %,10653.00,242260401.10,8.01 %,636.32,985.29,245877.00,64.58 %,5008.00,71410894.28,2.36 %,187.57,249.25,286501.00,75.25 %,6683.00,64949340.90,2.15 %,170.60,256.89,252830.00,66.41 %,3408.00,76882712.84,2.54 %,201.94,782.00,98315.00,25.82 %,1831.00,32547381.53,1.08 %,85.49,22400.12,1453.00,0.38 %,516.00,17887964.34,0.59 %,46.98,504.28,35472.00,9.32 %,379.00,29005647.49,0.96 %,76.19,919.50,31545.00,8.29 %,191.00,178547662.46,5.90 %,468.97,830.71,214933.00,56.45 %,42226271.65
2015,,CO (Colorado),08,635194.00,364004.00,271190.00,42.69 %,75.00,54.30 %,45.70 %,86.32 %,2.26 %,7.61 %,3.81 %,9.68 %,2866074613.73,7873.74,26.44 %,2082.01,14232.38,14.63 %,209.00,929.00,9479.00,13.36 %,188542.00,518.00,28.08 %,15.62 %,1229.99,1883.00,237769.00,65.32 %,4009.00,1.86 %,146.47,958.57,55620.00,15.28 %,245.00,265658664.86,9.27 %,729.82,15306.45,17356.00,4.77 %,62.00,1510.00,59829368.47,2.09 %,164.36,19622.62,3049.00,0.84 %,9.00,27974330.26,0.98 %,76.85,44474.29,629.00,0.17 %,140164171.23,4.89 %,385.06,4945.11,28344.00,7.79 %,121.00,116880091.07,4.08 %,321.10,11176.14,10458.00,2.87 %,30.00,1937.00,281437845.62,9.82 %,773.17,872.96,322395.00,88.57 %,10619.00,224140976.18,7.82 %,615.77,984.21,227736.00,62.56 %,4688.00,66830002.98,2.33 %,183.60,245.22,272534.00,74.87 %,6807.00,61010677.58,2.13 %,167.61,251.68,242413.00,66.60 %,3474.00,86772995.67,3.03 %,238.38,909.45,95413.00,26.21 %,1884.00,32443747.78,1.13 %,89.13,23442.01,1384.00,0.38 %,521.00,16131486.33,0.56 %,44.32,500.08,32258.00,8.86 %,366.00,28753780.43,1.00 %,78.99,947.36,30352.00,8.34 %,192.00,157850973.05,5.51 %,433.65,765.17,206296.00,56.67 %,41300139.43
2018,,CT (Connecticut),09,541304.00,296543.00,244761.00,45.22 %,77.00,57.39 %,42.61 %,85.05 %,5.07 %,4.50 %,5.39 %,21.43 %,3121171648.48,10525.19,27.10 %,2852.79,15821.78,18.03 %,285.00,1541.00,13880.00,17.69 %,198459.00,669.00,33.20 %,17.09 %,1798.52,2568.09,207679.00,70.03 %,4796.00,0.80 %,84.22,957.09,26096.00,8.80 %,130.00,311397469.01,9.98 %,1050.09,14621.66,21297.00,7.18 %,102.00,2218.00,31394512.68,1.01 %,105.87,23874.15,1315.00,0.44 %,5.00,18908800.57,0.61 %,63.76,35542.86,532.00,0.18 %,206938052.19,6.63 %,697.83,5175.65,39983.00,13.48 %,233.00,96725258.42,3.10 %,326.18,9899.22,9771.00,3.29 %,34.00,1765.00,351322229.28,11.26 %,1184.73,1268.41,276979.00,93.40 %,16361.00,201313283.38,6.45 %,678.87,958.47,210035.00,70.83 %,6125.00,79675888.24,2.55 %,268.68,312.99,254564.00,85.84 %,10144.00,68319933.25,2.19 %,230.39,314.05,217546.00,73.36 %,4085.00,41891640.65,1.34 %,141.27,584.46,71676.00,24.17 %,1298.00,49012887.37,1.57 %,165.28,24679.20,1986.00,0.67 %,905.00,5653173.06,0.18 %,19.06,588.38,9608.00,3.24 %,165.00,52578967.51,1.68 %,177.31,1241.85,42339.00,14.28 %,548.00,149387433.43,4.79 %,503.76,790.93,188875.00,63.69 %,52362461.05
2017,,CT (Connecticut),09,529512.00,353241.00,176271.00,33.29 %,77.00,57.53 %,42.47 %,85.71 %,5.19 %,4.05 %,5.04 %,18.96 %,3446872876.74,9757.85,27.33 %,2666.46,15112.50,17.64 %,275.00,1466.00,15320.00,17.03 %,225679.00,639.00,32.22 %,15.75 %,1537.03,2182.72,248746.00,70.42 %,4711.00,0.80 %,77.92,875.36,31443.00,8.90 %,131.00,358649915.97,10.41 %,1015.31,14412.29,24885.00,7.04 %,99.00,2208.00,31284340.26,0.91 %,88.56,22851.97,1369.00,0.39 %,4.00,19287390.16,0.56 %,54.60,33837.53,570.00,0.16 %,239762909.90,6.96 %,678.75,5154.53,46515.00,13.17 %,227.00,107201510.57,3.11 %,303.48,9622.25,11141.00,3.15 %,32.00,1632.00,402642272.59,11.68 %,1139.85,1211.38,332383.00,94.10 %,15896.00,230204647.28,6.68 %,651.69,920.89,249980.00,70.77 %,5877.00,92050544.89,2.67 %,260.59,301.19,305625.00,86.52 %,10120.00,77940890.62,2.26 %,220.65,299.95,259848.00,73.56 %,3939.00,46879616.53,1.36 %,132.71,545.71,85905.00,24.32 %,1292.00,47866913.13,1.39 %,135.51,22837.27,2096.00,0.59 %,795.00,5388804.02,0.16 %,15.26,563.80,9558.00,2.71 %,128.00,58267370.84,1.69 %,164.95,1181.04,49336.00,13.97 %,516.00,159979383.35,4.64 %,452.89,723.13,221231.00,62.63 %,57097195.13
