Measure_Name,State,Rank,Value,Score,Lower_CI,Upper_CI,Source,Source_Year
Physical Inactivity - Ages 65+ - Some College,Missouri,31,28.3,0.04,32.7,24,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Montana,19,26,-0.47,31.2,20.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Nebraska,29,27.4,-0.16,30.5,24.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Nevada,8,23.9,-0.94,30,17.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,New Hampshire,5,23.5,-1.03,27.4,19.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,New Jersey,50,41,2,53,29,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,New Mexico,17,25.7,-0.53,31.1,20.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,New York,15,25.4,-0.6,28.9,22,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,North Carolina,24,26.4,-0.38,32.1,20.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,North Dakota,13,25.3,-0.62,29.2,21.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Ohio,35,29.9,0.4,33.5,26.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Oklahoma,41,31.9,0.85,36.4,27.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Oregon,11,24.9,-0.71,29.4,20.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Pennsylvania,19,26,-0.47,31.5,20.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Rhode Island,45,34.6,1.45,40,29.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,South Carolina,40,31.1,0.67,34.5,27.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,South Dakota,13,25.3,-0.62,30.4,20.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Tennessee,41,31.9,0.85,38.1,25.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Texas,43,33,1.09,39.7,26.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Utah,18,25.9,-0.49,29.7,22,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Vermont,3,22.5,-1.25,26.7,18.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Virginia,27,27.3,-0.18,31.1,23.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Washington,1,20.9,-1.6,23.5,18.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,West Virginia,47,36,1.76,41.3,30.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Wisconsin,38,30.6,0.56,37,24.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,Wyoming,29,27.4,-0.16,31.6,23.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,District of Columbia,,27.1,,33.7,20.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - Some College,United States,,28.1,,29.1,27.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Alabama,41,32.6,0.78,35.4,29.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Alaska,4,20.5,-1.58,24.6,16.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Arizona,10,24.7,-0.76,27.4,22,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Arkansas,46,35.8,1.41,38.6,33.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,California,5,21.1,-1.47,24,18.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Colorado,2,19.2,-1.84,21.1,17.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Connecticut,17,26.3,-0.45,28.3,24.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Delaware,36,30.8,0.43,33.8,27.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Florida,19,27.3,-0.25,29.6,25,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Georgia,31,30,0.27,32.5,27.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Hawaii,1,15.4,-2,18.3,12.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Idaho,9,24.2,-0.86,27.3,21.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Illinois,43,33.1,0.88,36.5,29.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Indiana,44,33.5,0.96,35.7,31.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Iowa,34,30.7,0.41,32.7,28.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Kansas,28,29,0.08,30.8,27.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Kentucky,50,41.3,2,44.6,37.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Louisiana,42,32.9,0.84,37.1,28.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Maine,26,28.8,0.04,30.6,27,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Maryland,20,27.5,-0.22,29.2,25.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Massachusetts,22,28.2,-0.08,31.3,25.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Michigan,21,27.7,-0.18,30,25.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Minnesota,17,26.3,-0.45,27.8,24.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Mississippi,48,36.9,1.62,40.5,33.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Missouri,33,30.4,0.35,33,27.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Montana,12,25.5,-0.61,28.4,22.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Nebraska,30,29.6,0.2,31.4,27.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Nevada,13,25.8,-0.55,30.2,21.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,New Hampshire,14,25.9,-0.53,28.1,23.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,New Jersey,49,38.7,1.97,44.6,32.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,New Mexico,8,23.6,-0.98,27.3,20,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,New York,23,28.4,-0.04,30.5,26.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,North Carolina,23,28.4,-0.04,32.3,24.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,North Dakota,25,28.5,-0.02,30.9,26.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Ohio,39,32.3,0.72,34.4,30.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Oklahoma,38,32.1,0.68,34.9,29.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Oregon,6,23.2,-1.06,26.4,20,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Pennsylvania,32,30.2,0.31,33.5,26.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Rhode Island,40,32.5,0.76,35.3,29.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,South Carolina,34,30.7,0.41,32.7,28.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,South Dakota,37,31.3,0.53,34.6,28.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Tennessee,47,36.4,1.52,40.1,32.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Texas,29,29.1,0.1,33.2,24.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Utah,7,23.3,-1.04,25.4,21.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Vermont,10,24.7,-0.76,27.1,22.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Virginia,15,26.1,-0.49,28.3,24,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Washington,3,19.9,-1.7,21.5,18.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,West Virginia,45,35.2,1.29,38,32.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Wisconsin,26,28.8,0.04,32.1,25.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,Wyoming,16,26.2,-0.47,28.7,23.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,District of Columbia,,11.8,,14.4,9.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Physical Inactivity - Ages 65+ - White,United States,,28.6,,29.2,28,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Alabama,35,71.7,-0.53,74,69.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Alaska,49,64.2,-2,68.8,59.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Arizona,23,74,0.11,76.6,71.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Arkansas,16,75,0.39,77.3,72.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,California,41,68.9,-1.32,71.8,66,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Colorado,3,77.5,1.1,79.4,75.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Connecticut,34,72.4,-0.34,74.4,70.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Delaware,29,73,-0.17,75.7,70.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Florida,47,67.3,-1.77,69.9,64.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Georgia,38,71.2,-0.67,73.4,69,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Hawaii,48,65.3,-2,68.4,62.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Idaho,39,70.5,-0.87,73.7,67.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Illinois,43,68.6,-1.41,71.6,65.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Indiana,33,72.5,-0.31,74.6,70.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Iowa,9,76.3,0.76,78.1,74.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Kansas,10,76.2,0.73,77.8,74.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Kentucky,32,72.6,-0.28,75.5,69.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Louisiana,43,68.6,-1.41,72,65.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Maine,5,77.2,1.01,78.8,75.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Maryland,11,75.7,0.59,77.4,74.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Massachusetts,27,73.4,-0.06,76.1,70.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Michigan,22,74.2,0.17,76.2,72.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Minnesota,31,72.7,-0.25,74.3,71.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Mississippi,42,68.7,-1.38,71.4,66,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Missouri,20,74.4,0.22,76.8,72.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Montana,28,73.3,-0.08,76.1,70.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Nebraska,8,76.6,0.84,78.3,75,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Nevada,45,68.5,-1.43,73.1,63.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,New Hampshire,1,78.6,1.41,80.7,76.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,New Jersey,46,68.1,-1.55,74.5,61.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,New Mexico,36,71.3,-0.65,74.1,68.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,New York,50,64,-2,66.2,61.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,North Carolina,7,76.7,0.87,79.9,73.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,North Dakota,14,75.2,0.45,77.5,73,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Ohio,21,74.3,0.2,76.1,72.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Oklahoma,15,75.1,0.42,77.5,72.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Oregon,4,77.3,1.04,80.1,74.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Pennsylvania,13,75.3,0.48,78.1,72.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Rhode Island,12,75.5,0.53,78,73,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,South Carolina,26,73.6,0,75.3,71.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,South Dakota,6,77,0.96,79.9,74.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Tennessee,19,74.5,0.25,77.4,71.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Texas,36,71.3,-0.65,75.2,67.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Utah,25,73.7,0.03,75.9,71.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Vermont,18,74.8,0.34,77.1,72.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Virginia,24,73.9,0.08,76,71.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Washington,2,78,1.24,79.6,76.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,West Virginia,29,73,-0.17,75.4,70.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Wisconsin,17,74.9,0.37,77.9,71.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,Wyoming,40,70.1,-0.98,72.6,67.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,District of Columbia,,71,,73.9,68.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Pneumonia Vaccination - Ages 65+,United States,,73.6,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Alabama,39,70.7,-0.33,75.9,65.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Alaska,48,63.3,-2,73.3,53.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Arizona,33,73.3,0.28,78.8,67.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Arkansas,10,77.2,1.21,81.6,72.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",California,45,67.1,-1.19,74.6,59.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Colorado,10,77.2,1.21,81.2,73.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Connecticut,32,73.5,0.33,78.1,69,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Delaware,38,71.7,-0.09,77.5,66,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Florida,46,66.8,-1.26,72,61.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Georgia,21,75,0.69,79.5,70.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Hawaii,49,63.2,-2,69.3,57,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Idaho,39,70.7,-0.33,76.6,64.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Illinois,47,64.6,-1.78,70.9,58.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Indiana,37,72.5,0.09,76.5,68.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Iowa,8,77.3,1.23,80.6,73.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Kansas,20,75.3,0.76,78.4,72.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Kentucky,17,75.8,0.88,81.5,70.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Louisiana,42,70.6,-0.36,77.4,63.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Maine,1,80.6,2,83.6,77.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Maryland,34,73.1,0.24,77.5,68.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Massachusetts,13,76.7,1.09,82.1,71.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Michigan,23,74.9,0.66,79,70.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Minnesota,28,74.2,0.5,77.3,71.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Mississippi,31,73.9,0.43,79.7,68.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Missouri,18,75.6,0.83,80.7,70.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Montana,14,76.2,0.97,81.4,71,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Nebraska,12,76.8,1.12,79.9,73.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Nevada,4,78.4,1.5,86.5,70.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",New Hampshire,3,79.4,1.73,83.7,75.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",New Jersey,39,70.7,-0.33,80.9,60.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",New Mexico,26,74.4,0.55,79.7,69.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",New York,49,63.2,-2,68.6,57.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",North Carolina,23,74.9,0.66,81.2,68.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",North Dakota,8,77.3,1.23,81.5,73,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Ohio,36,72.9,0.19,76.4,69.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Oklahoma,29,74.1,0.47,78.7,69.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Oregon,6,77.5,1.28,83.7,71.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Pennsylvania,25,74.5,0.57,80.1,68.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Rhode Island,14,76.2,0.97,81.7,70.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",South Carolina,34,73.1,0.24,76.7,69.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",South Dakota,2,79.6,1.78,84.6,74.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Tennessee,43,70.3,-0.43,76.5,64.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Texas,27,74.3,0.52,81.9,66.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Utah,19,75.5,0.81,79.6,71.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Vermont,14,76.2,0.97,80.7,71.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Virginia,6,77.5,1.28,81.5,73.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Washington,5,78.2,1.45,81.3,75.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",West Virginia,29,74.1,0.47,78.3,70,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Wisconsin,21,75,0.69,80.2,69.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",Wyoming,44,69.7,-0.57,74.6,64.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",District of Columbia,,64.6,,72.1,57.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $25-$49,999",United States,,72.1,,73.4,70.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Alabama,22,77.9,0.51,84.1,71.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Alaska,47,68.1,-1.74,78.8,57.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Arizona,27,77.4,0.39,83.2,71.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Arkansas,13,79.1,0.78,85.1,73.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",California,37,75.2,-0.11,82.1,68.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Colorado,8,80.1,1.01,84.8,75.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Connecticut,36,75.5,-0.05,80,71,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Delaware,33,76,0.07,82.4,69.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Florida,46,69.4,-1.45,75.6,63.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Georgia,38,75,-0.16,81.1,68.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Pneumonia Vaccination - Ages 65+ - $50-$74,999",Hawaii,47,68.1,-1.74,75.2,61.1,"CDC, Behavioral Risk Factor Surveillance System",2018
