Year,National,State,State-FIPS-Code,Beneficiaries-with-Part-A-and-Part-B,FFS-Beneficiaries,MA-Beneficiaries,MA-Participation-Rate,Average-Age,Percent-Female,Percent-Male,Percent-Non-Hispanic-White,Percent-African-American,Percent-Hispanic,Percent-Other-Unknown,Percent-Eligible-for-Medicaid,Total-Standardized-Costs,Standardized-Per-Capita-Costs,IP-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,IP-Per-Capita-Standardized-Costs,IP-Per-User-Standardized-Costs,Percent-of-Beneficiaries-Using-IP,IP-Covered-Stays-Per-1000-Beneficiaries,IP-Covered-Days-Per-1000-Beneficiaries,Number-of-Acute-Hospital- Readmissions,Hospital-Readmission-Rate,Emergency-Department-Visits,Emergency-Department-Visits-per-1000-Beneficiaries,Perecnt-of-Beneficiaries-with-an-ED-Visit,OP-Standardized-Costs-as-of-Total-Standardized-Costs,OP-Per-Capita-Standardized-Costs,OP-Per-User-Standardized-Costs,Number-OP-Users,Percent-of-Beneficiaries-Using-OP,OP-Visits-Per-1000-Beneficiaries,ASC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,ASC-Per-Capita-Standardized-Costs,ASC-Per-User-Standardized-Costs,Number-ASC-Users,Percent-of-Beneficiaries-Using-ASC,ASC-Events-Per-1000-Beneficiaries,PAC-SNF-Standardized-Costs,PAC-SNF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-SNF-Per-Capita-Standardized-Costs,PAC-SNF-Per-User-Standardized-Costs,Number-PAC-SNF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-SNF,PAC-SNF-Covered-Stays-Per-1000-Beneficiaries,PAC-SNF-Covered-Days-Per-1000-Beneficiaries,PAC-IRF-Standardized-Costs,PAC-IRF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-IRF-Per-Capita-Standardized-Costs,PAC-IRF-Per-User-Standardized-Costs,Number-PAC-IRF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-IRF,PAC-IRF-Covered-Stays-Per-1000-Beneficiaries,PAC-LTCH-Standardized-Costs,PAC-LTCH-Standardized-Costs-as-Perent-of-Total-Standardized-Costs,PAC-LTCH-Per-Capita-Standardized-Costs,PAC-LTCH-Per-User-Standardized-Costs,Number-PAC-LTCH-Users-with-covered-stay,Percent-of-Beneficiaries-Using-PAC-LTCH,PAC-HH-Standardized-Costs,PAC-HH-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-HH-Per-Capita-Standardized-Costs,PAC-HH-Per-User-Standardized-Costs,Number-PAC-HH-Users,Percent-of-Beneficiaries-Using-PAC-HH,PAC-HH-Episodes-Per-1000-Beneficiaries,Hospice-Standardized-Costs,Hospice-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Hospice-Per-Capita-Standardized-Costs,Hospice-Per-User-Standardized-Costs,Number-Hospice-Users-with-covered-stay,Percent-of-Beneficiaries-Using-Hospice,Hospice-Covered-Stays-Per-1000-Beneficiaries,Hospice-Covered-Days-Per-1000-Beneficiaries,EM-Standardized-Costs,EM-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,EM-Per-Capita-Standardized-Costs,EM-Per-User-Standardized-Costs,Number-EM-Users,Percent-of-Beneficiaries-Using-EM,EM-Events-Per-1000-Beneficiaries,Procedures-Standardized-Costs,Procedures-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Procedures-Per-Capita-Standardized-Costs,Procedure- Per-User-Standardized-Costs,Number-Procedure-Users,Percent-of-Beneficiaries-Using-Procedures,Procedure-Events-Per-1000-Beneficiaries,Tests-Standardized-Costs,Tests-Standardized-Costs as-Percent-of-Total-Standardized-Costs,Tests-Per-Capita-Standardized-Costs,Tests-Per-User-Standardized-Costs,Number-Test-Users,Number-of-Beneficiaries-Using-Tests,Test-Events-Per-1000-Beneficiaries,Imaging-Standardized-Costs,Imaging-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Imaging-Per-Capita-Standardized-Costs,Imaging-Per-User-Standardized-Costs,Number-Imaging-Users,Percent-of-Beneficiaries-Using-Imaging,Imaging-Events-Per-1000-Beneficiaries,DME-Standardized-Costs,DME-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,DME-Per-Capita-Standardized-Costs,DME-Per-User-Standardized-Costs,Number-DME-Users,Percent-of-Beneficiaries-Using-DME,DME-Events-Per-1000-Beneficiaries,Outpatient-Dialysis-Facility-Standardized-Costs,Outpatient-Dialysis-Facility-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Outpatient-Dialysis-Facility-Per-Capita-Standardized-Costs,Outpatient-Dialysis-Facility-Per-User-Standardized-Costs,Number-Outpatient-Dialysis-Facility-Users,Percent-of-Beneficiaries-Using-Outpatient-Dialysis-Facility,Outpatient-Dialysis-Facility-Events-Per-1000-Beneficiaries,FQHC-RHC-Standardized-Costs,FQHC-RHC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,FQHC-RHC-Per-Capita-Standardized-Costs,FQHC-RHC-Per-User-Standardized-Costs,Number-FQHC-RHC-Users,Percent-of-Beneficiaries-Using-FQHC-RHC,FQHC-RHC-Visits-Per-1000-Beneficiaries,Ambulance-Standardized-Costs,Ambulance-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Ambulance-Per-Capita-Standardized-Costs,Ambulance-Per-User-Standardized-Costs,Number-Ambulance-Users,Percent-of-Beneficiaries-Using-Ambulance,Ambulance-Events-Per-1000-Beneficiaries,Part-B-Drugs-Standardized-Costs,Part-B-Drugs-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Part-B-Drugs-Per-Capita-Standardized-Costs,Part-B-Drugs-Per-User-Standardized-Costs,Number-Part-B-Drugs-Users,Percent-of-Beneficiaries-Using-Part-B-Drugs,Other-Services-Standardized-Costs
2016,,AZ (Arizona),4,971713,577568,394145,40.56,75,53.65,46.35,84.83,1.92,7.02,6.23,6.85,4912948410,8506.27,25.99,2210.68,15218.48,14.53,211,980,16689,14.67,302540,524,28.1,13.15,1118.74,2159.37,299229,51.81,2642,1.85,157.25,1028.98,88263,15.28,260,263772259.8,5.37,456.69,13350.15,19758,3.42,44,948,145241387,2.96,251.47,21073.91,6892,1.19,13,45918533.71,0.93,79.5,47241.29,972,0.17,177222448.6,3.61,306.84,4651.14,38103,6.6,104,220520064.9,4.49,381.81,12001.09,18375,3.18,34,2282,590569824.3,12.02,1022.51,1126.12,524429,90.8,13760,486538626.8,9.9,842.39,1211.75,401516,69.52,6425,194438279.7,3.96,336.65,405.24,479816,83.08,11260,183273500.6,3.73,317.32,446.87,410124,71.01,4199,91969337.26,1.87,159.24,673.4,136574,23.65,1300,65835488.36,1.34,113.99,21500.81,3062,0.53,666,10601097.06,0.22,18.35,422.14,25113,4.35,142,56325068.32,1.15,97.52,1027.45,54820,9.49,195,326643463.9,6.65,565.55,959.46,340444,58.94,40295043.39
2015,,AZ (Arizona),4,930674,553440,377234,40.53,75,53.58,46.42,85.21,1.89,6.92,5.97,6.75,4658350232,8417.08,25.92,2182.08,14722.62,14.82,217,1018,17151,15.15,286221,517,27.73,12.94,1089.46,2129.3,283168,51.17,2607,1.72,144.58,962.5,83134,15.02,251,266993943.5,5.73,482.43,13590.24,19646,3.55,46,1025,140315243.3,3.01,253.53,20448.16,6862,1.24,14,50148658.37,1.08,90.61,44616.24,1124,0.2,165029968.6,3.54,298.19,4479.4,36842,6.66,103,210182889.2,4.51,379.78,11814,17791,3.21,34,2295,572687069.3,12.29,1034.78,1141.1,501872,90.68,13678,455484747.6,9.78,823.01,1211.84,375862,67.91,6064,187114831,4.02,338.09,409.22,457252,82.62,11183,164845459.3,3.54,297.86,419.34,393109,71.03,4239,99548168.35,2.14,179.87,759.2,131123,23.69,1307,64474656.63,1.38,116.5,21997.49,2931,0.53,662,9352705.13,0.2,16.9,408.33,22905,4.14,134,57518775.87,1.23,103.93,1064.08,54055,9.77,198,284380326.9,6.1,513.84,873.26,325655,58.84,39654943.56
2018,,AR (Arkansas),5,475059,357798,117261,24.68,75,56.41,43.59,89.22,7.76,1.1,1.92,12.58,3602252431,10067.84,27.17,2734.94,15722.83,17.39,270,1317,14679,16.54,216245,604,30.74,16.82,1693.79,2466.71,245685,68.67,4100,1.21,122.3,992.62,44083,12.32,208,281836799.4,7.82,787.7,17566.49,16044,4.48,62,1561,185060398.5,5.14,517.22,21718.15,8521,2.38,27,40289760.29,1.12,112.6,42454.96,949,0.27,178098399.1,4.94,497.76,5655.17,31493,8.8,164,143773209.6,3.99,401.83,11529.53,12470,3.49,36,2318,310789228.3,8.63,868.62,950.91,326835,91.35,12329,225546777.5,6.26,630.37,943.45,239065,66.82,4896,100041190.8,2.78,279.6,328.44,304599,85.13,10503,72547997.13,2.01,202.76,279.67,259404,72.5,4160,76799636.64,2.13,214.65,735.75,104383,29.17,1945,47396216.86,1.32,132.47,23120.11,2050,0.57,758,23370156.6,0.65,65.32,490.82,47615,13.31,613,42554055.89,1.18,118.93,1092.55,38949,10.89,287,204071946.6,5.67,570.36,932.69,218799,61.15,41727287.6
2017,,AR (Arkansas),5,464946,359245,105701,22.73,75,56.57,43.43,89.25,7.89,1.06,1.8,13.47,3514171355,9782.1,28.28,2766.71,15386.34,17.98,281,1396,15757,17.11,221762,617,31.1,15.59,1524.55,2247.35,243703,67.84,3973,1.19,116.74,950.55,44121,12.28,204,288972300.7,8.22,804.39,17177.22,16823,4.68,65,1652,184201470.3,5.24,512.75,21366.6,8621,2.4,27,42687798.17,1.21,118.83,44420.19,961,0.27,175466023.7,4.99,488.43,5578.85,31452,8.76,165,135555706.4,3.86,377.33,10919.58,12414,3.46,36,2156,306342468.7,8.72,852.74,932.97,328353,91.4,12310,218557750.5,6.22,608.38,919.48,237696,66.17,4662,94122084.67,2.68,262,309.34,304266,84.7,10482,70384314.54,2,195.92,270.53,260176,72.42,4183,68517383.92,1.95,190.73,657.09,104274,29.03,1932,42563230.82,1.21,118.48,21551,1975,0.55,739,39154877.48,1.11,108.99,871.08,44950,12.51,548,44108247.42,1.26,122.78,1088.07,40538,11.28,300,181062752,5.15,504.01,844.82,214322,59.66,38922986.25
2016,,AR (Arkansas),5,454889,357602,97287,21.39,75,56.73,43.27,89.44,7.9,0.98,1.68,14.03,3363474053,9405.64,28.33,2664.67,14837.9,17.96,279,1404,15192,16.73,213973,598,30.47,14.96,1407,2092.03,240505,67.25,3855,1.15,107.98,896.6,43066,12.04,196,289293580.5,8.6,808.98,16903.91,17114,4.79,67,1743,170133461.4,5.06,475.76,21074.38,8073,2.26,26,44892687.6,1.33,125.54,45118.28,995,0.28,173240923.7,5.15,484.45,5577.62,31060,8.69,167,132175741.8,3.93,369.62,11040.41,11972,3.35,35,2136,297284748,8.84,831.33,910.74,326421,91.28,12000,213599953,6.35,597.31,911.59,234315,65.52,4481,91486194.87,2.72,255.83,302.45,302480,84.59,10580,68106791.75,2.02,190.45,264.99,257021,71.87,4249,79263415.13,2.36,221.65,745.83,106275,29.72,2015,41035920.58,1.22,114.75,21874.16,1876,0.52,715,18741587.63,0.56,52.41,434.06,43177,12.07,526,42328010.39,1.26,118.37,1059.98,39933,11.17,295,170065280.9,5.06,475.57,816.72,208230,58.23,37177938.3
2015,,AR (Arkansas),5,445956,353931,92025,20.64,75,56.89,43.11,89.74,7.79,0.93,1.55,14.52,3274738453,9252.48,28.49,2636.45,14377.37,18.34,288,1467,15459,16.78,212369,600,30.67,14.46,1337.92,2002.03,236525,66.83,3738,1.09,100.85,857.75,41612,11.76,188,298556930.4,9.12,843.55,16821.06,17749,5.01,70,1840,161261577.6,4.92,455.63,20366.45,7918,2.24,25,46176891.65,1.41,130.47,44788.45,1031,0.29,170395821.9,5.2,481.44,5542.23,30745,8.69,168,125797991.3,3.84,355.43,10685.3,11773,3.33,35,2062,290735222.3,8.88,821.45,899.74,323132,91.3,11749,204956307.8,6.26,579.09,916.84,223546,63.16,4144,88171691.09,2.69,249.12,295.84,298037,84.21,10558,66673436.58,2.04,188.38,261.39,255074,72.07,4284,90151688.54,2.75,254.72,856.2,105293,29.75,1997,40010570.41,1.22,113.05,22020.13,1817,0.51,685,18372915.22,0.56,51.91,436.03,42137,11.91,518,45567238.85,1.39,128.75,1144.35,39819,11.25,300,148879884.6,4.55,420.65,713.74,208591,58.94,36686010.35
2018,,CA (California),6,4979889,2452832,2527057,50.75,75,55.3,44.7,65.23,4.03,15.33,15.42,23.76,23373635207,9529.24,26.63,2537.37,17237.74,14.72,229,1183,90192,17.16,1318023,537,27.15,13.64,1299.73,2374.82,1342430,54.73,3196,1.49,141.62,1140.47,304587,12.42,207,2004724095,8.58,817.31,18014.81,111282,4.54,64,1737,379697087.6,1.62,154.8,23223.06,16350,0.67,7,244063499.4,1.04,99.5,48657,5016,0.2,1422080471,6.08,579.77,5417.3,262507,10.7,202,933621547.4,3.99,380.63,13369.35,69833,2.85,30,2272,2575409305,11.02,1049.97,1207.74,2132424,86.94,13886,1851952300,7.92,755.03,1142.78,1620570,66.07,6253,795072648.3,3.4,324.14,409.22,1942887,79.21,9921,677303062.5,2.9,276.13,405.95,1668455,68.02,3759,364761454,1.56,148.71,652.24,559239,22.8,1211,477967875.5,2.04,194.86,23323.47,20493,0.84,1074,143769340.4,0.62,58.61,569.35,252517,10.29,533,270432021.9,1.16,110.25,1038.91,260305,10.61,299,1232728315,5.27,502.57,916.16,1345542,54.86,240898173.8
2017,,CA (California),6,4832109,2431703,2400406,49.68,75,55.34,44.66,65.73,4.03,15.22,15.01,23.61,22195070141,9127.38,27.49,2509.15,16562.77,15.15,235,1206,92051,17.29,1323791,544,27.56,12.54,1144.27,2077.41,1339415,55.08,3157,1.51,137.92,1125.13,298079,12.26,211,1979393293,8.92,813.99,17331.17,114210,4.7,66,1761,343472470.3,1.55,141.25,22582.02,15210,0.63,7,264193963.2,1.19,108.65,43653.99,6052,0.25,1332126801,6,547.82,5181.98,257069,10.57,195,856403254.3,3.86,352.18,12630.57,67804,2.79,30,2114,2528732933,11.39,1039.9,1192.66,2120237,87.19,13910,1792970955,8.08,737.33,1118.4,1603152,65.93,6154,749427991.4,3.38,308.19,390.04,1921427,79.02,9910,652203345.4,2.94,268.21,394.3,1654094,68.02,3737,316411477.1,1.43,130.12,577.41,547979,22.53,1182,442144993.9,1.99,181.83,21593.33,20476,0.84,1069,125198004.8,0.56,51.49,539.59,232026,9.54,478,273066791.1,1.23,112.29,1028.36,265536,10.92,307,1103192345,4.97,453.67,843.21,1308320,53.8,216729780.7
2016,,CA (California),6,4675719,2380128,2295591,49.1,75,55.42,44.58,66.63,4.05,14.89,14.43,23.08,21171729919,8895.21,27.57,2452.8,16263.76,15.08,233,1213,87268,16.96,1260762,530,27.09,12.08,1074.89,1952.8,1310108,55.04,3131,1.4,124.8,1021.12,290895,12.22,209,1951986977,9.22,820.12,17071.63,114341,4.8,67,1810,315106307.2,1.49,132.39,21830.84,14434,0.61,7,297362961.3,1.4,124.94,43794.25,6790,0.29,1265455665,5.98,531.68,5045.27,250820,10.54,192,787780961,3.72,330.98,12123.62,64979,2.73,29,2012,2428417120,11.47,1020.29,1167.38,2080234,87.4,13869,1720274214,8.13,722.77,1105.61,1555954,65.37,6018,713609507.3,3.37,299.82,380.1,1877424,78.88,9925,612520933.4,2.89,257.35,379.84,1612587,67.75,3838,339759856,1.6,142.75,622.25,546013,22.94,1220,429489648.2,2.03,180.45,21995.78,19526,0.82,1059,106602792.4,0.5,44.79,505.63,210830,8.86,439,270815232.2,1.28,113.78,1036.39,261307,10.98,320,1031002401,4.87,433.17,806.01,1279144,53.74,208148440.2
2015,,CA (California),6,4520839,2320913,2199926,48.66,75,55.45,44.55,67.74,4.02,14.45,13.79,21.59,20219094348,8711.7,27.21,2370.63,15782.04,15.02,231,1213,84516,16.87,1202872,518,26.81,11.85,1032.17,1883.21,1272071,54.81,3056,1.32,115.26,941.72,284074,12.24,202,1927469085,9.53,830.48,17114.8,112620,4.85,67,1852,313513616,1.55,135.08,21340.52,14691,0.63,7,309914083.3,1.53,133.53,45696.56,6782,0.29,1181562000,5.84,509.09,4957.15,238355,10.27,185,701230226.4,3.47,302.14,11350.99,61777,2.66,28,1860,2370520865,11.72,1021.37,1167.97,2029598,87.45,13772,1669376817,8.26,719.28,1123.96,1485263,63.99,5725,672417229,3.33,289.72,367.98,1827317,78.73,10059,594669311.6,2.94,256.22,377.15,1576734,67.94,3878,373440962.5,1.85,160.9,706.27,528749,22.78,1216,427917917.9,2.12,184.37,22479.4,19036,0.82,1052,93584000.08,0.46,40.32,480.37,194816,8.39,419,290543240.7,1.44,125.18,1125.87,258060,11.12,368,926841547.8,4.58,399.34,730.44,1268874,54.67,200989029.4
2018,,CO (Colorado),8,724106,409265,314841,43.48,74,54.02,45.98,85.63,2.15,7.57,4.66,9.13,3480249837,8503.66,25.48,2166.67,15537.23,13.94,197,842,9970,13.25,205798,503,27.17,19.11,1624.94,2505.19,265462,64.86,4232,2,169.84,1098.76,63261,15.46,254,271263521.4,7.79,662.81,15704.48,17273,4.22,55,1247,72696175.22,2.09,177.63,21661.55,3356,0.82,9,15874944.92,0.46,38.79,47106.66,337,0.08,152735124.4,4.39,373.19,5200.56,29369,7.18,114,147121004.6,4.23,359.48,13013.8,11305,2.76,29,2101,325407042.7,9.35,795.1,897.28,362659,88.61,10925,275014928.2,7.9,671.97,1019.32,269802,65.92,5369,90728441.02,2.61,221.69,287.76,315297,77.04,7149,73863093.04,2.12,180.48,268.05,275561,67.33,3286,76164242.81,2.19,186.1,732.02,104047,25.42,1775,39027036.65,1.12,95.36,24437.72,1597,0.39,533,24659779.09,0.71,60.25,579.51,42553,10.4,437,30934873.57,0.89,75.59,929.72,33273,8.13,184,215739569.5,6.2,527.14,905.5,238255,58.22,47738299.34
2017,,CO (Colorado),8,693240,393425,299815,43.25,74,54.12,45.88,85.72,2.2,7.65,4.43,9.6,3206560621,8150.37,26.5,2159.59,15009.13,14.39,203,868,9912,13.26,200774,510,27.43,17.72,1444.42,2188.04,259716,66.01,4249,2.03,165.17,1057.75,61434,15.62,255,257910701.5,8.04,655.55,15220.46,16945,4.31,56,1274,65842597.5,2.05,167.36,21260.12,3097,0.79,9,21066981.27,0.66,53.55,47448.16,444,0.11,144358539.2,4.5,366.93,5030.26,28698,7.29,113,135448176,4.22,344.28,12396.87,10926,2.78,29,2031,304591714.7,9.5,774.21,874.3,348382,88.55,10804,254659445.5,7.94,647.29,991.31,256893,65.3,5185,78112364.79,2.44,198.54,261.41,298806,75.95,6801,68925832.12,2.15,175.19,261.47,263604,67,3285,68034734.16,2.12,172.93,674.89,100809,25.62,1809,34279343.82,1.07,87.13,21903.73,1565,0.4,528,20453501.39,0.64,51.99,540.91,37813,9.61,395,30294452.57,0.94,77,929.75,32583,8.28,192,194054105.8,6.05,493.24,857.19,226383,57.54,45639919.26
2016,,CO (Colorado),8,663686,380721,282965,42.64,74,54.21,45.79,85.92,2.23,7.72,4.14,9.88,3025971526,7948,26.35,2094.61,14586.58,14.36,202,882,9419,13.13,195427,513,27.73,16.62,1320.62,2008.88,250282,65.74,4130,1.95,154.79,993.96,59289,15.57,253,256935179.4,8.49,674.86,14929.41,17210,4.52,59,1368,64554967.31,2.13,169.56,20604.84,3133,0.82,9,25053856.72,0.83,65.81,44500.63,563,0.15,145669898.1,4.81,382.62,5052.37,28832,7.57,118,130147033.4,4.3,341.84,11998.44,10847,2.85,30,2031,288711028.1,9.54,758.33,855.37,337529,88.66,10653,242260401.1,8.01,636.32,985.29,245877,64.58,5008,71410894.28,2.36,187.57,249.25,286501,75.25,6683,64949340.9,2.15,170.6,256.89,252830,66.41,3408,76882712.84,2.54,201.94,782,98315,25.82,1831,32547381.53,1.08,85.49,22400.12,1453,0.38,516,17887964.34,0.59,46.98,504.28,35472,9.32,379,29005647.49,0.96,76.19,919.5,31545,8.29,191,178547662.5,5.9,468.97,830.71,214933,56.45,42226271.65
2015,,CO (Colorado),8,635194,364004,271190,42.69,75,54.3,45.7,86.32,2.26,7.61,3.81,9.68,2866074614,7873.74,26.44,2082.01,14232.38,14.63,209,929,9479,13.36,188542,518,28.08,15.62,1229.99,1883,237769,65.32,4009,1.86,146.47,958.57,55620,15.28,245,265658664.9,9.27,729.82,15306.45,17356,4.77,62,1510,59829368.47,2.09,164.36,19622.62,3049,0.84,9,27974330.26,0.98,76.85,44474.29,629,0.17,140164171.2,4.89,385.06,4945.11,28344,7.79,121,116880091.1,4.08,321.1,11176.14,10458,2.87,30,1937,281437845.6,9.82,773.17,872.96,322395,88.57,10619,224140976.2,7.82,615.77,984.21,227736,62.56,4688,66830002.98,2.33,183.6,245.22,272534,74.87,6807,61010677.58,2.13,167.61,251.68,242413,66.6,3474,86772995.67,3.03,238.38,909.45,95413,26.21,1884,32443747.78,1.13,89.13,23442.01,1384,0.38,521,16131486.33,0.56,44.32,500.08,32258,8.86,366,28753780.43,1,78.99,947.36,30352,8.34,192,157850973.1,5.51,433.65,765.17,206296,56.67,41300139.43
2018,,CT (Connecticut),9,541304,296543,244761,45.22,77,57.39,42.61,85.05,5.07,4.5,5.39,21.43,3121171648,10525.19,27.1,2852.79,15821.78,18.03,285,1541,13880,17.69,198459,669,33.2,17.09,1798.52,2568.09,207679,70.03,4796,0.8,84.22,957.09,26096,8.8,130,311397469,9.98,1050.09,14621.66,21297,7.18,102,2218,31394512.68,1.01,105.87,23874.15,1315,0.44,5,18908800.57,0.61,63.76,35542.86,532,0.18,206938052.2,6.63,697.83,5175.65,39983,13.48,233,96725258.42,3.1,326.18,9899.22,9771,3.29,34,1765,351322229.3,11.26,1184.73,1268.41,276979,93.4,16361,201313283.4,6.45,678.87,958.47,210035,70.83,6125,79675888.24,2.55,268.68,312.99,254564,85.84,10144,68319933.25,2.19,230.39,314.05,217546,73.36,4085,41891640.65,1.34,141.27,584.46,71676,24.17,1298,49012887.37,1.57,165.28,24679.2,1986,0.67,905,5653173.06,0.18,19.06,588.38,9608,3.24,165,52578967.51,1.68,177.31,1241.85,42339,14.28,548,149387433.4,4.79,503.76,790.93,188875,63.69,52362461.05
2017,,CT (Connecticut),9,529512,353241,176271,33.29,77,57.53,42.47,85.71,5.19,4.05,5.04,18.96,3446872877,9757.85,27.33,2666.46,15112.5,17.64,275,1466,15320,17.03,225679,639,32.22,15.75,1537.03,2182.72,248746,70.42,4711,0.8,77.92,875.36,31443,8.9,131,358649916,10.41,1015.31,14412.29,24885,7.04,99,2208,31284340.26,0.91,88.56,22851.97,1369,0.39,4,19287390.16,0.56,54.6,33837.53,570,0.16,239762909.9,6.96,678.75,5154.53,46515,13.17,227,107201510.6,3.11,303.48,9622.25,11141,3.15,32,1632,402642272.6,11.68,1139.85,1211.38,332383,94.1,15896,230204647.3,6.68,651.69,920.89,249980,70.77,5877,92050544.89,2.67,260.59,301.19,305625,86.52,10120,77940890.62,2.26,220.65,299.95,259848,73.56,3939,46879616.53,1.36,132.71,545.71,85905,24.32,1292,47866913.13,1.39,135.51,22837.27,2096,0.59,795,5388804.02,0.16,15.26,563.8,9558,2.71,128,58267370.84,1.69,164.95,1181.04,49336,13.97,516,159979383.4,4.64,452.89,723.13,221231,62.63,57097195.13
2016,,CT (Connecticut),9,515996,353889,162107,31.42,77,57.76,42.24,86.28,5.21,3.97,4.55,19.4,3379445848,9549.45,27.16,2593.65,14671.07,17.68,276,1475,15411,17.14,225623,638,32.17,15.29,1460.02,2101.18,245902,69.49,4610,0.73,69.7,822.96,29971,8.47,123,375623062,11.11,1061.41,14403.28,26079,7.37,103,2384,28067828.57,0.83,79.31,22347,1256,0.35,4,20233799.08,0.6,57.18,35006.57,578,0.16,230393868.3,6.82,651.03,5036.48,45745,12.93,223,101864453.1,3.01,287.84,9479.29,10746,3.04,31,1556,394196606.2,11.66,1113.9,1184.28,332857,94.06,15692,225186520.3,6.66,636.32,905.09,248800,70.3,5736,89435193.46,2.65,252.72,293.01,305230,86.25,10168,75090073.05,2.22,212.19,290.53,258457,73.03,4057,52061267.65,1.54,147.11,587.33,88640,25.05,1419,47228202.07,1.4,133.45,22716.79,2079,0.59,796,5054481.2,0.15,14.28,546.55,9248,2.61,123,58757443.12,1.74,166.03,1172.71,50104,14.16,521,158614462.4,4.69,448.2,721.36,219884,62.13,58423330.75
2015,,CT (Connecticut),9,506025,352180,153845,30.4,77,58.14,41.86,86.87,5.16,3.9,4.06,19.78,3362903860,9548.82,27.27,2603.68,14321.76,18.18,283,1571,15644,17.05,224998,639,32.69,14.53,1387.52,2017.46,242214,68.78,4472,0.68,65.38,795.7,28939,8.22,119,410969856.2,12.22,1166.93,14652.9,28047,7.96,110,2748,27145594.88,0.81,77.08,20182.6,1345,0.38,4,22566288.89,0.67,64.08,35204.82,641,0.18,218047717,6.48,619.14,4807.15,45359,12.88,217,97381781.6,2.9,276.51,9211.29,10572,3,31,1533,399472233.9,11.88,1134.28,1206.3,331154,94.03,15625,220112768,6.55,625,909.9,241910,68.69,5439,86583729.88,2.57,245.85,286.1,302635,85.93,10364,75207456.94,2.24,213.55,290.86,258572,73.42,4186,60198776.17,1.79,170.93,672.06,89573,25.43,1435,47191738.61,1.4,134,23270.09,2028,0.58,788,4088639.54,0.12,11.61,479.55,8526,2.42,108,59755526.18,1.78,169.67,1148.6,52025,14.77,541,149837707.7,4.46,425.46,685.13,218701,62.1,55694996
2018,,DE (Delaware),10,166403,141362,25041,15.05,75,56.22,43.78,81.57,12.22,1.95,4.27,9.44,1340070078,9479.71,25.22,2390.78,15852.78,15.08,228,1244,5008,15.66,77448,548,28.82,17.48,1657.09,2275.37,102949,72.83,4626,1.79,169.91,979.01,24533,17.35,296,90323590.16,6.74,638.95,15583.78,5796,4.1,56,1392,37916695.44,2.83,268.22,21433.97,1769,1.25,14,6100932.92,0.46,43.16,51268.34,119,0.08,55964891.11,4.18,395.9,4394.57,12735,9.01,133,61313620.09,4.58,433.73,12821.75,4782,3.38,36,2458,148745209.7,11.1,1052.23,1111.94,133770,94.63,14890,106513185,7.95,753.48,1045.71,101856,72.05,7040,39440391.91,2.94,279,327.76,120333,85.12,8391,32689827.74,2.44,231.25,308.49,105965,74.96,3849,23686567.45,1.77,167.56,610.86,38776,27.43,1517,21971715.3,1.64,155.43,24967.86,880,0.62,821,931580.2,0.07,6.59,349.96,2662,1.88,51,14518492.36,1.08,102.7,882.62,16449,11.64,302,76573471.2,5.71,541.68,825.23,92790,65.64,27147063.87
2017,,DE (Delaware),10,159606,139218,20388,12.77,75,56.1,43.9,81.51,12.51,1.91,4.07,10.75,1279691282,9192,26.63,2447.47,15358.68,15.94,240,1279,5087,15.87,76881,552,28.94,16.24,1492.91,2063.91,100701,72.33,4639,1.77,163.13,949.65,23915,17.18,300,95453257.57,7.46,685.64,15824.48,6032,4.33,59,1537,33787832.42,2.64,242.7,20973.2,1611,1.16,13,7144412.1,0.56,51.32,49960.92,143,0.1,54343361.95,4.25,390.35,4190.25,12969,9.32,136,57606812.78,4.5,413.79,12545.04,4592,3.3,35,2324,144770494.7,11.31,1039.88,1098.19,131825,94.69,14924,99907779.37,7.81,717.64,1005.51,99359,71.37,6631,35269015.29,2.76,253.34,297.51,118545,85.15,8473,32458755.81,2.54,233.15,311.85,104085,74.76,3868,21273285,1.66,152.81,562.82,37798,27.15,1521,20085794.22,1.57,144.28,22670.2,886,0.64,850,866462.6,0.07,6.22,328.08,2641,1.9,49,14927753.19,1.17,107.23,905.28,16490,11.84,321,70894162.31,5.54,509.23,794.72,89206,64.08,19619548.65
